pmid,title,authors,journal,publication_date,doi,abstract,topic,citation_count,impact_factor,score,rank
41845912,"Exosomes in diabetic kidney disease: pathogenesis, biomarker discovery, and emerging therapeutics-a comprehensive systematic review.",Lin Ding; Zuolin Li; Yan Xia; Shan Liu; Mingxia Zhang; Lunzhi Liu,Renal failure,2026-03-17T00:00:00,10.1080/0886022X.2026.2640720,"Diabetic kidney disease (DKD), characterized by progressive renal dysfunction, is a prevalent microvascular complication of diabetes mellitus and a leading cause of end-stage renal disease worldwide. Despite advances in glycemic and blood pressure control, the incidence and prevalence of DKD continue to escalate, posing a growing public health challenge. Extracellular vesicles, particularly exosomes, are nanometer-sized vesicles secreted by diverse cells and have emerged as key regulators of intercellular communication. By transferring molecular cargo-including proteins, lipids, and nucleic acids-they exert pleiotropic effects on cellular homeostasis and participate in both physiological and pathological processes. Accumulating evidence has revealed dynamic alterations in the quantity and composition of urinary exosomes under diabetic conditions, implicating these vesicles in the multifactorial pathogenesis of DKD and highlighting their promise as liquid biopsy biomarkers for DKD. This review provides a comprehensive overview of the landscape of research on exosomes in DKD. We elucidate their roles in molecular pathology, investigate their potential for diagnostic and prognostic biomarker discovery powered by multi-omics and machine learning approaches, and examine their implications for therapeutic applications, including their use as drug delivery vehicles and direct therapeutic agents. Looking forward, we highlight critical research gaps and future directions, emphasizing the need for artificial intelligence (AI)-integrated multi-omics analyses to decipher exosome heterogeneity, large-scale multicenter trials to validate biomarker efficacy, and innovative strategies to overcome barriers in clinical translation, ultimately paving the way for personalized medicine in DKD management.",ai-drug-discovery,0,49.45263157894736,54.470406025299994,3
41261132,Semantic design of functional de novo genes from a genomic language model.,Aditi T Merchant; Samuel H King; Eric Nguyen; Brian L Hie,Nature,2025-11-19T00:00:00,10.1038/s41586-025-09749-7,"Generative genomic models can design increasingly complex biological systems<sup>1</sup>. However, controlling these models to generate novel sequences with desired functions remains challenging. Here, we show that Evo, a genomic language model, can leverage genomic context to perform function-guided design that accesses novel regions of sequence space. By learning semantic relationships across prokaryotic genes<sup>2</sup>, Evo enables a genomic 'autocomplete' in which a DNA prompt encoding genomic context for a function of interest guides the generation of novel sequences enriched for related functions, which we refer to as 'semantic design'. We validate this approach by experimentally testing the activity of generated anti-CRISPR proteins and type II and III toxin-antitoxin systems, including de novo genes with no significant sequence similarity to natural proteins. In-context design of proteins and non-coding RNAs with Evo achieves robust activity and high experimental success rates even in the absence of structural priors, known evolutionary conservation or task-specific fine-tuning. We then use Evo to complete millions of prompts to produce SynGenome, a database containing over 120 billion base pairs of artificial intelligence-generated genomic sequences that enables semantic design across many functions. More broadly, these results demonstrate that generative genomics with biological language models can extend beyond natural sequences.",de-novo-protein-design,10,64.8,69.02213111297124,1
41339547,Computational design of metallohydrolases.,Donghyo Kim; Seth M Woodbury; Woody Ahern; Doug Tischer; Alex Kang; Emily Joyce; Asim K Bera; Nikita Hanikel; Saman Salike; Rohith Krishna; Jason Yim; Samuel J Pellock; Anna Lauko; Indrek Kalvet; Donald Hilvert; David Baker,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09746-w,"De novo enzyme design seeks to build proteins containing ideal active sites with catalytic residues surrounding and stabilizing the transition state(s) of the target chemical reaction<sup>1-7</sup>. The generative artificial intelligence method RFdiffusion<sup>8,9</sup> solves this problem, but requires specifying both the sequence position and backbone coordinates for each catalytic residue, limiting sampling. Here we introduce RFdiffusion2, which eliminates these requirements, and use it to design zinc metallohydrolases starting from quantum chemistry-derived active site geometries. From an initial set of 96 designs tested experimentally, the most active has a catalytic efficiency (k<sub>cat</sub>/K<sub>M</sub>) of 16,000 M<sup>-1</sup> s<sup>-1</sup>, orders of magnitude higher than previously designed metallohydrolases<sup>6,7,10,11</sup>. A second round of 96 designs yielded 3 additional highly active enzymes, with k<sub>cat</sub>/K<sub>M</sub> values of up to 53,000 M<sup>-1</sup> s<sup>-1</sup> and a catalytic rate constant (k<sub>cat</sub>) of up to 1.5 s<sup>-1</sup>. The design models of the four most active designs differ from known structures and from each other, and the crystal structure of the most active design is very close to the design model, demonstrating the accuracy of the design method. The most active enzymes are predicted by PLACER<sup>12</sup> and Chai-1 (ref. <sup>13</sup>) to have preorganized active sites that effectively position the substrate for nucleophilic attack by a water molecule activated by the bound metal. The ability to generate highly active enzymes directly from the computer, without experimental optimization, should enable a new generation of potent designer catalysts<sup>14,15</sup>.",de-novo-protein-design,10,64.8,67.99354663808538,2
41339546,Computational enzyme design by catalytic motif scaffolding.,Markus Braun; Adrian Tripp; Morakot Chakatok; Sigrid Kaltenbrunner; Celina Fischer; David Stoll; Aleksandar Bijelic; Wael Elaily; Massimo G Totaro; Melanie Moser; Shlomo Y Hoch; Horst Lechner; Federico Rossi; Matteo Aleotti; Mélanie Hall; Gustav Oberdorfer,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09747-9,"Enzymes find broad use as biocatalysts in industry and medicine owing to their exquisite selectivity, efficiency and mild reaction conditions. Custom-designed enzymes can produce tailor-made biocatalysts with potential applications that extend beyond natural reactions. However, current design methods require testing a large number of designs and mostly produce de novo enzymes with low catalytic activities<sup>1-3</sup>. As a result, they require costly experimental optimization and high-throughput screening to be industrially viable<sup>4,5</sup>. Here we present rotamer inverted fragment finder-diffusion (Riff-Diff), a hybrid machine learning and atomistic modelling strategy for scaffolding catalytic arrays in de novo proteins. We highlight the general applicability of Riff-Diff by designing enzymes for two mechanistically distinct chemical transformations, the retro-aldol reaction and the Morita-Baylis-Hillman reaction. We show that in both cases, it is possible to generate catalysts that exhibit activities rivalling those optimized by in vitro evolution, along with exquisite stereoselectivity. High-resolution structures of six of the designs revealed near-atomic active site design precision. The design strategy can, in principle, be applied to any catalytically competent amino acid array. These findings lay the basis for practical applicability of de novo protein catalysts in synthesis and describe fundamental principles of protein design and enzyme catalysis.",de-novo-protein-design,8,64.8,65.83171240385863,3
41882132,Towards intelligent and miniaturized drug delivery devices.,Xinwei Wei; John B Buse; Hongming Chen; Tejal A Desai; Molly M Stevens; Giovanni Traverso; Robert Langer; Zhen Gu,Nature,2026-03-25T00:00:00,10.1038/s41586-026-10221-3,"Advances at the intersection of biotechnology, artificial intelligence, electronics and materials science are reshaping how drugs can be delivered inside the body. Intelligent and miniaturized drug delivery devices (IMDDDs) leverage these technologies to achieve precise pharmacokinetics, targeted distribution and programmable release while minimizing toxicity and improving patient adherence. Unlike conventional approaches, IMDDDs can incorporate real-time sensing and adaptive control, enabling drug administration that is more precise and more responsive to dynamic physiological conditions. In this Review, we outline key categories and design principles, highlight artificial intelligence technologies for augmenting performance, discuss potential clinical applications across cancer, diabetes, cardiovascular disease, vaccination and beyond, and examine translation challenges and opportunities. By uniting engineering innovation with medical need, IMDDDs exemplify the next generation of drug delivery technologies.",ai-drug-discovery,1,64.8,57.8849334243823,1
41877167,"OptiSyn: an interpretable, multi-omics-driven graph convolutional network framework for synergy-oriented drug combination design in disease treatment.",Yinli Shi; Jun Liu; Guoduan Zeng; Yuedan Wang; Shuang Guan; Muzhi Li; Sicun Wang; Yanan Yu; Weibin Yang; Zhong Wang,Chinese medicine,2026-03-24T00:00:00,10.1186/s13020-026-01385-1,"Bioinformatics and large-scale computational modelling have emerged as essential research fields in modern biomedical science, enabling drug discovery and therapeutic optimisation. A unique and potent technical framework for the modernisation and mechanistic clarification of traditional Chinese medicine (TCM) formulations is provided by the integration of multidimensional data using systems biology and artificial intelligence (AI) techniques. Ankylosing spondylitis-associated key hub genes were identified using multi-omics datasets, differential gene expression analysis, weighted gene co-expression network analysis, single-cell transcriptomic analysis, Mendelian randomization, and network module partitioning. In order to predict the optimal drug combinations and synergistic principal-auxiliary therapeutic roles, an interpretable, multi-layer graph convolutional network model was built using network topology features, molecular docking data, empirical clinical medication knowledge, and compound clustering similarity. Eight AS-associated hub genes were found using AS as a representative disease model. A possible TCM formula, ASD-A, comprising Myrrha, Drynariae Rhizoma, Lycii Fructus, Epimedii Folium, Achyranthis Bidentatae Radix, Alpiniae Officinarum Rhizoma, Forsythiae Fructus, Astragali Radix, was prioritised by the proposed model. While ablation studies highlighted the crucial role of multi-source information integration in compound formula screening and the creation of customised intervention methods, model performance evaluation showed strong predictive potential. The identified hub genes were found to be tightly linked to immunological responses and T-cell-mediated immune processes, according to functional enrichment analyses. Experiments conducted both in vivo and in vitro confirmed that ASD-A significantly reduced pro-inflammatory cytokines like IL-6 and TNF-α (P < 0.05), modulated the proportions of CD80 and CD86 cell subsets, and regulated the expression of important genes like KRAS, SMAD2, and MAPK14 (P < 0.05). Furthermore, in activated Jurkat cells, ASD-A significantly decreased IL17 fluorescence while increasing Foxp3 fluorescence (P < 0.05), indicating a rebalancing of the IL17/Foxp3 axis. The roles of major and auxiliary components in controlling hub gene activity were further clarified by formula decomposition analysis of ASD-A. The suggested AI-driven formula design approach provides new insights into combinatorial therapy approaches for AS while also conforming to the TCM theory of Jun-Chen-Zuo-Shi principle. The significant potential of combining contemporary bioinformatics and AI techniques with traditional medicine is demonstrated by this study, which could facilitate efficient and mechanistically informed disease therapy.",ai-drug-discovery,0,74.54193548387097,54.611917808219175,2
41850287,Deep-learning-based de novo discovery and design of therapeutics that reverse disease-associated transcriptional phenotypes.,Jing Xing; Mingdian Tan; Dmitry Leshchiner; Mengying Sun; Mohamed Abdelgied; Li Huang; Shreya Paithankar; Katie Uhl; Rama Shankar; Erika Lisabeth; Bilal Aleiwi; Tara Jager; Cameron Lawson; Ruoqiao Chen; Matthew Giletto; Reda Girgis; Richard R Neubig; Samuel So; Edmund Ellsworth; Xiaopeng Li; Mei-Sze Chua; Jiayu Zhou; Bin Chen,Cell,2026-03-17T00:00:00,10.1016/j.cell.2026.02.016,"Identifying drugs that reverse disease-associated transcriptomic features has been widely explored for drug repurposing, but its potential for de novo drug discovery remains underexplored. Here, we present gene expression profile predictor on chemical structures (GPS), a deep-learning-based drug discovery platform, guided by transcriptomic features, that screens large compound libraries and optimizes lead molecules. We first develop a model that captures transcriptomic perturbation signatures solely from chemical structures and deploy it to library compounds. We refine scoring methods and employ a tree-search method for optimization. By incorporating structure-gene-activity relationships, we uncover drug mechanisms from transcriptomic data. We evaluate GPS across multiple diseases and conduct extensive validation in two cases. In hepatocellular carcinoma, we discover two unique compound series with favorable cellular selectivity and in vivo efficacy. In idiopathic pulmonary fibrosis, we identify one repurposing candidate and one novel anti-fibrotic compound by reversing gene expression of multiple distinct cell types derived from single-cell transcriptomics.",ai-drug-discovery,0,64.5,53.04287671232877,3
41261132,Semantic design of functional de novo genes from a genomic language model.,Aditi T Merchant; Samuel H King; Eric Nguyen; Brian L Hie,Nature,2025-11-19T00:00:00,10.1038/s41586-025-09749-7,"Generative genomic models can design increasingly complex biological systems<sup>1</sup>. However, controlling these models to generate novel sequences with desired functions remains challenging. Here, we show that Evo, a genomic language model, can leverage genomic context to perform function-guided design that accesses novel regions of sequence space. By learning semantic relationships across prokaryotic genes<sup>2</sup>, Evo enables a genomic 'autocomplete' in which a DNA prompt encoding genomic context for a function of interest guides the generation of novel sequences enriched for related functions, which we refer to as 'semantic design'. We validate this approach by experimentally testing the activity of generated anti-CRISPR proteins and type II and III toxin-antitoxin systems, including de novo genes with no significant sequence similarity to natural proteins. In-context design of proteins and non-coding RNAs with Evo achieves robust activity and high experimental success rates even in the absence of structural priors, known evolutionary conservation or task-specific fine-tuning. We then use Evo to complete millions of prompts to produce SynGenome, a database containing over 120 billion base pairs of artificial intelligence-generated genomic sequences that enables semantic design across many functions. More broadly, these results demonstrate that generative genomics with biological language models can extend beyond natural sequences.",de-novo-protein-design,10,64.8,69.0122680992726,1
41339547,Computational design of metallohydrolases.,Donghyo Kim; Seth M Woodbury; Woody Ahern; Doug Tischer; Alex Kang; Emily Joyce; Asim K Bera; Nikita Hanikel; Saman Salike; Rohith Krishna; Jason Yim; Samuel J Pellock; Anna Lauko; Indrek Kalvet; Donald Hilvert; David Baker,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09746-w,"De novo enzyme design seeks to build proteins containing ideal active sites with catalytic residues surrounding and stabilizing the transition state(s) of the target chemical reaction<sup>1-7</sup>. The generative artificial intelligence method RFdiffusion<sup>8,9</sup> solves this problem, but requires specifying both the sequence position and backbone coordinates for each catalytic residue, limiting sampling. Here we introduce RFdiffusion2, which eliminates these requirements, and use it to design zinc metallohydrolases starting from quantum chemistry-derived active site geometries. From an initial set of 96 designs tested experimentally, the most active has a catalytic efficiency (k<sub>cat</sub>/K<sub>M</sub>) of 16,000 M<sup>-1</sup> s<sup>-1</sup>, orders of magnitude higher than previously designed metallohydrolases<sup>6,7,10,11</sup>. A second round of 96 designs yielded 3 additional highly active enzymes, with k<sub>cat</sub>/K<sub>M</sub> values of up to 53,000 M<sup>-1</sup> s<sup>-1</sup> and a catalytic rate constant (k<sub>cat</sub>) of up to 1.5 s<sup>-1</sup>. The design models of the four most active designs differ from known structures and from each other, and the crystal structure of the most active design is very close to the design model, demonstrating the accuracy of the design method. The most active enzymes are predicted by PLACER<sup>12</sup> and Chai-1 (ref. <sup>13</sup>) to have preorganized active sites that effectively position the substrate for nucleophilic attack by a water molecule activated by the bound metal. The ability to generate highly active enzymes directly from the computer, without experimental optimization, should enable a new generation of potent designer catalysts<sup>14,15</sup>.",de-novo-protein-design,10,64.8,67.98368362438676,2
41339546,Computational enzyme design by catalytic motif scaffolding.,Markus Braun; Adrian Tripp; Morakot Chakatok; Sigrid Kaltenbrunner; Celina Fischer; David Stoll; Aleksandar Bijelic; Wael Elaily; Massimo G Totaro; Melanie Moser; Shlomo Y Hoch; Horst Lechner; Federico Rossi; Matteo Aleotti; Mélanie Hall; Gustav Oberdorfer,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09747-9,"Enzymes find broad use as biocatalysts in industry and medicine owing to their exquisite selectivity, efficiency and mild reaction conditions. Custom-designed enzymes can produce tailor-made biocatalysts with potential applications that extend beyond natural reactions. However, current design methods require testing a large number of designs and mostly produce de novo enzymes with low catalytic activities<sup>1-3</sup>. As a result, they require costly experimental optimization and high-throughput screening to be industrially viable<sup>4,5</sup>. Here we present rotamer inverted fragment finder-diffusion (Riff-Diff), a hybrid machine learning and atomistic modelling strategy for scaffolding catalytic arrays in de novo proteins. We highlight the general applicability of Riff-Diff by designing enzymes for two mechanistically distinct chemical transformations, the retro-aldol reaction and the Morita-Baylis-Hillman reaction. We show that in both cases, it is possible to generate catalysts that exhibit activities rivalling those optimized by in vitro evolution, along with exquisite stereoselectivity. High-resolution structures of six of the designs revealed near-atomic active site design precision. The design strategy can, in principle, be applied to any catalytically competent amino acid array. These findings lay the basis for practical applicability of de novo protein catalysts in synthesis and describe fundamental principles of protein design and enzyme catalysis.",de-novo-protein-design,8,64.8,65.82184939016001,3
41882132,Towards intelligent and miniaturized drug delivery devices.,Xinwei Wei; John B Buse; Hongming Chen; Tejal A Desai; Molly M Stevens; Giovanni Traverso; Robert Langer; Zhen Gu,Nature,2026-03-25T00:00:00,10.1038/s41586-026-10221-3,"Advances at the intersection of biotechnology, artificial intelligence, electronics and materials science are reshaping how drugs can be delivered inside the body. Intelligent and miniaturized drug delivery devices (IMDDDs) leverage these technologies to achieve precise pharmacokinetics, targeted distribution and programmable release while minimizing toxicity and improving patient adherence. Unlike conventional approaches, IMDDDs can incorporate real-time sensing and adaptive control, enabling drug administration that is more precise and more responsive to dynamic physiological conditions. In this Review, we outline key categories and design principles, highlight artificial intelligence technologies for augmenting performance, discuss potential clinical applications across cancer, diabetes, cardiovascular disease, vaccination and beyond, and examine translation challenges and opportunities. By uniting engineering innovation with medical need, IMDDDs exemplify the next generation of drug delivery technologies.",ai-drug-discovery,1,64.8,57.8849334243823,1
41877167,"OptiSyn: an interpretable, multi-omics-driven graph convolutional network framework for synergy-oriented drug combination design in disease treatment.",Yinli Shi; Jun Liu; Guoduan Zeng; Yuedan Wang; Shuang Guan; Muzhi Li; Sicun Wang; Yanan Yu; Weibin Yang; Zhong Wang,Chinese medicine,2026-03-24T00:00:00,10.1186/s13020-026-01385-1,"Bioinformatics and large-scale computational modelling have emerged as essential research fields in modern biomedical science, enabling drug discovery and therapeutic optimisation. A unique and potent technical framework for the modernisation and mechanistic clarification of traditional Chinese medicine (TCM) formulations is provided by the integration of multidimensional data using systems biology and artificial intelligence (AI) techniques. Ankylosing spondylitis-associated key hub genes were identified using multi-omics datasets, differential gene expression analysis, weighted gene co-expression network analysis, single-cell transcriptomic analysis, Mendelian randomization, and network module partitioning. In order to predict the optimal drug combinations and synergistic principal-auxiliary therapeutic roles, an interpretable, multi-layer graph convolutional network model was built using network topology features, molecular docking data, empirical clinical medication knowledge, and compound clustering similarity. Eight AS-associated hub genes were found using AS as a representative disease model. A possible TCM formula, ASD-A, comprising Myrrha, Drynariae Rhizoma, Lycii Fructus, Epimedii Folium, Achyranthis Bidentatae Radix, Alpiniae Officinarum Rhizoma, Forsythiae Fructus, Astragali Radix, was prioritised by the proposed model. While ablation studies highlighted the crucial role of multi-source information integration in compound formula screening and the creation of customised intervention methods, model performance evaluation showed strong predictive potential. The identified hub genes were found to be tightly linked to immunological responses and T-cell-mediated immune processes, according to functional enrichment analyses. Experiments conducted both in vivo and in vitro confirmed that ASD-A significantly reduced pro-inflammatory cytokines like IL-6 and TNF-α (P < 0.05), modulated the proportions of CD80 and CD86 cell subsets, and regulated the expression of important genes like KRAS, SMAD2, and MAPK14 (P < 0.05). Furthermore, in activated Jurkat cells, ASD-A significantly decreased IL17 fluorescence while increasing Foxp3 fluorescence (P < 0.05), indicating a rebalancing of the IL17/Foxp3 axis. The roles of major and auxiliary components in controlling hub gene activity were further clarified by formula decomposition analysis of ASD-A. The suggested AI-driven formula design approach provides new insights into combinatorial therapy approaches for AS while also conforming to the TCM theory of Jun-Chen-Zuo-Shi principle. The significant potential of combining contemporary bioinformatics and AI techniques with traditional medicine is demonstrated by this study, which could facilitate efficient and mechanistically informed disease therapy.",ai-drug-discovery,0,74.54193548387097,54.611917808219175,2
41850287,Deep-learning-based de novo discovery and design of therapeutics that reverse disease-associated transcriptional phenotypes.,Jing Xing; Mingdian Tan; Dmitry Leshchiner; Mengying Sun; Mohamed Abdelgied; Li Huang; Shreya Paithankar; Katie Uhl; Rama Shankar; Erika Lisabeth; Bilal Aleiwi; Tara Jager; Cameron Lawson; Ruoqiao Chen; Matthew Giletto; Reda Girgis; Richard R Neubig; Samuel So; Edmund Ellsworth; Xiaopeng Li; Mei-Sze Chua; Jiayu Zhou; Bin Chen,Cell,2026-03-17T00:00:00,10.1016/j.cell.2026.02.016,"Identifying drugs that reverse disease-associated transcriptomic features has been widely explored for drug repurposing, but its potential for de novo drug discovery remains underexplored. Here, we present gene expression profile predictor on chemical structures (GPS), a deep-learning-based drug discovery platform, guided by transcriptomic features, that screens large compound libraries and optimizes lead molecules. We first develop a model that captures transcriptomic perturbation signatures solely from chemical structures and deploy it to library compounds. We refine scoring methods and employ a tree-search method for optimization. By incorporating structure-gene-activity relationships, we uncover drug mechanisms from transcriptomic data. We evaluate GPS across multiple diseases and conduct extensive validation in two cases. In hepatocellular carcinoma, we discover two unique compound series with favorable cellular selectivity and in vivo efficacy. In idiopathic pulmonary fibrosis, we identify one repurposing candidate and one novel anti-fibrotic compound by reversing gene expression of multiple distinct cell types derived from single-cell transcriptomics.",ai-drug-discovery,0,64.5,53.04287671232877,3
41261132,Semantic design of functional de novo genes from a genomic language model.,Aditi T Merchant; Samuel H King; Eric Nguyen; Brian L Hie,Nature,2025-11-19T00:00:00,10.1038/s41586-025-09749-7,"Generative genomic models can design increasingly complex biological systems<sup>1</sup>. However, controlling these models to generate novel sequences with desired functions remains challenging. Here, we show that Evo, a genomic language model, can leverage genomic context to perform function-guided design that accesses novel regions of sequence space. By learning semantic relationships across prokaryotic genes<sup>2</sup>, Evo enables a genomic 'autocomplete' in which a DNA prompt encoding genomic context for a function of interest guides the generation of novel sequences enriched for related functions, which we refer to as 'semantic design'. We validate this approach by experimentally testing the activity of generated anti-CRISPR proteins and type II and III toxin-antitoxin systems, including de novo genes with no significant sequence similarity to natural proteins. In-context design of proteins and non-coding RNAs with Evo achieves robust activity and high experimental success rates even in the absence of structural priors, known evolutionary conservation or task-specific fine-tuning. We then use Evo to complete millions of prompts to produce SynGenome, a database containing over 120 billion base pairs of artificial intelligence-generated genomic sequences that enables semantic design across many functions. More broadly, these results demonstrate that generative genomics with biological language models can extend beyond natural sequences.",de-novo-protein-design,10,64.8,69.0122680992726,1
41339547,Computational design of metallohydrolases.,Donghyo Kim; Seth M Woodbury; Woody Ahern; Doug Tischer; Alex Kang; Emily Joyce; Asim K Bera; Nikita Hanikel; Saman Salike; Rohith Krishna; Jason Yim; Samuel J Pellock; Anna Lauko; Indrek Kalvet; Donald Hilvert; David Baker,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09746-w,"De novo enzyme design seeks to build proteins containing ideal active sites with catalytic residues surrounding and stabilizing the transition state(s) of the target chemical reaction<sup>1-7</sup>. The generative artificial intelligence method RFdiffusion<sup>8,9</sup> solves this problem, but requires specifying both the sequence position and backbone coordinates for each catalytic residue, limiting sampling. Here we introduce RFdiffusion2, which eliminates these requirements, and use it to design zinc metallohydrolases starting from quantum chemistry-derived active site geometries. From an initial set of 96 designs tested experimentally, the most active has a catalytic efficiency (k<sub>cat</sub>/K<sub>M</sub>) of 16,000 M<sup>-1</sup> s<sup>-1</sup>, orders of magnitude higher than previously designed metallohydrolases<sup>6,7,10,11</sup>. A second round of 96 designs yielded 3 additional highly active enzymes, with k<sub>cat</sub>/K<sub>M</sub> values of up to 53,000 M<sup>-1</sup> s<sup>-1</sup> and a catalytic rate constant (k<sub>cat</sub>) of up to 1.5 s<sup>-1</sup>. The design models of the four most active designs differ from known structures and from each other, and the crystal structure of the most active design is very close to the design model, demonstrating the accuracy of the design method. The most active enzymes are predicted by PLACER<sup>12</sup> and Chai-1 (ref. <sup>13</sup>) to have preorganized active sites that effectively position the substrate for nucleophilic attack by a water molecule activated by the bound metal. The ability to generate highly active enzymes directly from the computer, without experimental optimization, should enable a new generation of potent designer catalysts<sup>14,15</sup>.",de-novo-protein-design,10,64.8,67.98368362438676,2
41339546,Computational enzyme design by catalytic motif scaffolding.,Markus Braun; Adrian Tripp; Morakot Chakatok; Sigrid Kaltenbrunner; Celina Fischer; David Stoll; Aleksandar Bijelic; Wael Elaily; Massimo G Totaro; Melanie Moser; Shlomo Y Hoch; Horst Lechner; Federico Rossi; Matteo Aleotti; Mélanie Hall; Gustav Oberdorfer,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09747-9,"Enzymes find broad use as biocatalysts in industry and medicine owing to their exquisite selectivity, efficiency and mild reaction conditions. Custom-designed enzymes can produce tailor-made biocatalysts with potential applications that extend beyond natural reactions. However, current design methods require testing a large number of designs and mostly produce de novo enzymes with low catalytic activities<sup>1-3</sup>. As a result, they require costly experimental optimization and high-throughput screening to be industrially viable<sup>4,5</sup>. Here we present rotamer inverted fragment finder-diffusion (Riff-Diff), a hybrid machine learning and atomistic modelling strategy for scaffolding catalytic arrays in de novo proteins. We highlight the general applicability of Riff-Diff by designing enzymes for two mechanistically distinct chemical transformations, the retro-aldol reaction and the Morita-Baylis-Hillman reaction. We show that in both cases, it is possible to generate catalysts that exhibit activities rivalling those optimized by in vitro evolution, along with exquisite stereoselectivity. High-resolution structures of six of the designs revealed near-atomic active site design precision. The design strategy can, in principle, be applied to any catalytically competent amino acid array. These findings lay the basis for practical applicability of de novo protein catalysts in synthesis and describe fundamental principles of protein design and enzyme catalysis.",de-novo-protein-design,8,64.8,65.82184939016001,3
41882132,Towards intelligent and miniaturized drug delivery devices.,Xinwei Wei; John B Buse; Hongming Chen; Tejal A Desai; Molly M Stevens; Giovanni Traverso; Robert Langer; Zhen Gu,Nature,2026-03-25T00:00:00,10.1038/s41586-026-10221-3,"Advances at the intersection of biotechnology, artificial intelligence, electronics and materials science are reshaping how drugs can be delivered inside the body. Intelligent and miniaturized drug delivery devices (IMDDDs) leverage these technologies to achieve precise pharmacokinetics, targeted distribution and programmable release while minimizing toxicity and improving patient adherence. Unlike conventional approaches, IMDDDs can incorporate real-time sensing and adaptive control, enabling drug administration that is more precise and more responsive to dynamic physiological conditions. In this Review, we outline key categories and design principles, highlight artificial intelligence technologies for augmenting performance, discuss potential clinical applications across cancer, diabetes, cardiovascular disease, vaccination and beyond, and examine translation challenges and opportunities. By uniting engineering innovation with medical need, IMDDDs exemplify the next generation of drug delivery technologies.",ai-drug-discovery,1,64.8,57.87507041068366,1
41942645,An international mega-analysis of psychedelic drug effects on brain circuit function.,Manesh Girn; Manoj K Doss; Leor Roseman; Katrin H Preller; Fernanda Palhano-Fontes; Lorenzo Pasquini; Frederick S Barrett; Pablo Mallaroni; Natasha L Mason; Christopher Timmermann; Drummond E McCulloch; Patrick M Fisher; Brian S Winston; Flora Moujaes; Felix Muller; Matthias E Liechti; Franz X Vollenweider; Johannes G Ramaekers; Kim Kuypers; Draulio B Araujo; Olaf Sporns; Joshua Siegel; Nico Dosenbach; David J Nutt; Robin L Carhart-Harris; Emmanuel A Stamatakis; Danilo Bzdok,Nature medicine,2026-04-06T00:00:00,10.1038/s41591-026-04287-9,"Psychedelic drugs are re-emerging as promising scientific and clinical tools. However, despite a rapidly expanding literature on their therapeutic value, the neural mechanisms underlying psychedelic effects remain unclear. Resting-state functional magnetic resonance imaging studies of acute psychedelic effects, conducted independently by several research groups, have so far yielded fragmented and sometimes inconsistent findings. Here, to help facilitate greater convergence, we conducted a 'mega-analysis' integrating 11 independent resting-state functional magnetic resonance imaging datasets across five psychedelic drugs (psilocybin, lysergic acid diethylamide, mescaline, N,N-dimethyltryptamine and ayahuasca) from research groups spanning three continents and five countries. By applying a uniform preprocessing pipeline and a Bayesian hierarchical modeling framework, we discovered several common features in the induced alterations to brain function across drugs and sites. Most prominently, we identified a core signature of increased functional connectivity between transmodal (default, frontoparietal and limbic) and unimodal networks (visual and somatomotor), with subnetwork specificity. Furthermore, key subcortical regions (thalamus, caudate and putamen) and the cerebellum exhibited altered coupling with sensorimotor networks. In contrast to several single-site reports, Bayesian modeling revealed weak-to-moderate and selective reductions in within-network functional connectivity, with substantial variability across drugs and networks. Together, these findings extend past work by demonstrating that psychedelics reconfigure large-scale cortical organization while selectively engaging subcortical circuitry. This study provides the most comprehensive synthesis of psychedelic brain action to date, helping resolve inconsistencies and offering a probabilistic map of how psychedelics alter large-scale brain organization. We hereby provide a cornerstone to benchmark and shepherd future psychedelic neuroimaging research.",ai-drug-discovery,1,87.2,56.49342657506723,2
