,mention,obj,prob,pmid
20721,P19,gene,0.9966,27659529
20722,Hsc70,gene,0.998,27659529
20723,P26,gene,0.998,27659529
20724,Hsc70,gene,0.993,27659529
20725,P19,gene,0.9956,27659529
20726,Hsc70,gene,0.9946,27659529
20727,P26,gene,0.995,27659529
20728,EGFR,gene,0.992,27659529
20729,mimotopes,DNA,0.4817,27659529
20730,EGFR-overexpressing A431 cells,cell_line,0.9023,27659529
20731,EGFR,gene,0.4744,27659529
20732,-overexpressing A431 cells,cell_type,0.571,27659529
20733,Hsc70,gene,0.9966,27659529
20734,P19,gene,0.998,27659529
20735,Hsc70,gene,0.996,27659529
20736,P26,gene,0.998,27659529
20737,tumor,disease,0.9995,27659529
20738,BALB/c,cell_line,0.535,27659529
20739,lung cancer,disease,0.9995,27659529
20740,EGFR,gene,0.9897,27659529
20741,EGFR,gene,0.9927,27659529
20742,panitumumab,gene,0.9077,27659529
20743,anti-,gene,0.9814,27659529
20744,EGFR,gene,0.501,27659529
20745,cancers,disease,1.0,27659529
20746,Panitumumab,gene,0.976,27658254
20747,EGFR,gene,0.9565,27658254
20748,Cetuximab,gene,0.931,27658254
20749,Panitumumab,gene,0.8047,27658254
20750,cetuximab,gene,0.7896,27658254
20751,epidermal growth factor receptor,gene,0.998,27658254
20752,metastatic colorectal cancer,disease,0.999,27658254
20753,metastatic colorectal cancer,disease,0.998,27658254
20754,wild,DNA,0.569,27658254
20755,wild-type RAS,gene,0.975,27658254
20756,EGFR,gene,0.985,27658254
20757,S468R,mutation,,27658254
20758,cetuximab,gene,0.869,27658254
20759,panitumumab,gene,0.8345,27658254
20760,cetuximab,gene,0.934,27658254
20761,EGFR domain III,gene,0.539,27658254
20762,panitumumab,gene,0.6963,27658254
20763,Anti-,gene,0.856,27655662
20764,EGFR monoclonal,gene,0.731,27655662
20765,EGFR tyrosine kinase,gene,0.8477,27655662
20766,tyrosine,drug,0.948,27655662
20767,triple-negative breast cancer,disease,1.0,27655662
20768,Triple-negative breast cancer,disease,1.0,27655662
20769,TNBC,disease,1.0,27655662
20770,epidermal growth factor receptor,gene,0.9985,27655662
20771,EGFR,gene,0.995,27655662
20772,EGFR,gene,0.9917,27655662
20773,cetuximab,gene,0.927,27655662
20774,panitumumab,gene,0.906,27655662
20775,tyrosine,drug,0.9805,27655662
20776,tyrosine kinase,gene,0.9893,27655662
20777,EGFR,gene,0.9897,27655662
20778,gefitinib,drug,0.9976,27655662
20779,erlotinib,drug,0.9937,27655662
20780,EGFR-expressing TNBC cell lines,cell_line,0.938,27655662
20781,EGFR,gene,0.9395,27655662
20782,TNBC,disease,0.84,27655662
20783,EGFR,gene,0.9937,27655662
20784,Cell lines,cell_line,0.856,27655662
20785,EGFR,gene,0.9727,27655662
20786,MDA-MB-468,cell_line,0.9214,27655662
20787,EGFR,gene,0.6855,27655662
20788,SUM-1315,cell_line,0.935,27655662
20789,KRAS,gene,0.9346,27655662
20790,PTEN wild-type) cells,cell_line,0.6846,27655662
20791,PTEN wild,gene,0.7646,27655662
20792,MDA-MB-231,cell_line,0.952,27655662
20793,KRAS,gene,0.634,27655662
20794,HCC-1937,cell_line,0.9463,27655662
20795,PTEN deletion,DNA,0.574,27655662
20796,PTEN,gene,0.995,27655662
20797,RAS,gene,0.9976,27655662
20798,MAPK,gene,0.9927,27655662
20799,mAb-sensitive cells,cell_line,0.645,27655662
20800,EGFR,gene,0.989,27655662
20801,TNBC,disease,0.674,27655662
20802,EGFR,gene,0.993,27655662
20803,KRAS,gene,0.822,27655662
20804,PTEN,gene,0.9956,27655662
20805,Panitumumab,gene,0.861,27630355
20806,Cetuximab,gene,0.8286,27630355
20807,metastatic colorectal cancer,disease,1.0,27630355
20808,mCRC,disease,1.0,27630355
20809,panitumumab,gene,0.9053,27630355
20810,cetuximab,gene,0.844,27630355
20811,mCRC,disease,0.988,27630355
20812,patients,species,0.993,27630355
20813,panitumumab,gene,0.8657,27630355
20814,PATIENTS,species,0.937,27630355
20815,wild,DNA,0.521,27630355
20816,wild-type KRAS,gene,0.838,27630355
20817,mCRC,disease,0.9995,27630355
20818,patients,species,0.993,27630355
20819,panitumumab,gene,0.9185,27630355
20820,cetuximab,gene,0.891,27630355
20821,mCRC,disease,0.5947,27630355
20822,cetuximab,gene,0.8286,27630355
20823,irinotecan,drug,0.9976,27630355
20824,irinotecan,drug,0.9976,27630355
20825,panitumumab,gene,0.906,27630355
20826,patients,species,0.9863,27630355
20827,patients,species,0.985,27630355
20828,patients,species,0.9814,27630355
20829,miR-31-,RNA,0.539,27630355
20830,miR-31-5p,gene,0.859,27630355
20831,tumor,disease,1.0,27630355
20832,patients,species,0.988,27630355
20833,cetuximab,gene,0.823,27630355
20834,miR-31-5p,gene,0.8906,27630355
20835,panitumumab,gene,0.877,27630355
20836,mCRC,disease,0.996,27630355
20837,patients,species,0.9897,27630355
20838,cetuximab,gene,0.89,27630355
20839,mCRC,disease,0.9927,27630355
20840,patients,species,0.989,27630355
20841,panitumumab,gene,0.8687,27630355
20842,cetuximab,gene,0.834,27630355
20843,Cetuximab,gene,0.8394,27630277
20844,epidermal growth factor receptor,gene,0.9976,27630277
20845,EGFR,gene,0.994,27630277
20846,cetuximab,gene,0.8584,27630277
20847,panitumumab,gene,0.8506,27630277
20848,patients,species,0.966,27630277
20849,colorectal cancer,disease,1.0,27630277
20850,EGFR,gene,0.9883,27630277
20851,anti-EGFR monoclonal antibodies,gene,0.9097,27630277
20852,patients,species,0.913,27630277
20853,colorectal cancer,disease,1.0,27630277
20854,Metastatic Colorectal Cancer,disease,0.9995,27628558
20855,metastatic colorectal cancer,disease,1.0,27628558
20856,cancer,disease,1.0,27628558
20857,5-FU,drug,0.9995,27628558
20858,oxaliplatin,drug,1.0,27628558
20859,irinotecan,drug,0.999,27628558
20860,CPT-11,drug,0.999,27628558
20861,bevacizumab,gene,0.7993,27628558
20862,Bmab,gene,0.9204,27628558
20863,panitumumab,gene,0.9673,27628558
20864,Pmab,gene,0.9297,27628558
20865,patients,species,0.983,27624917
20866,colorectal liver metastases,disease,1.0,27624917
20867,CRLM,disease,1.0,27624917
20868,patients,species,0.983,27624917
20869,liver-only CRLM,disease,0.9927,27624917
20870,extrahepatic metastases,disease,0.636,27624917
20871,patient,species,0.9736,27624917
20872,patients,species,0.981,27624917
20873,patients,species,0.984,27624917
20874,EGFR,gene,0.6753,27624917
20875,patients,species,0.9497,27624917
20876,bevacizumab,gene,0.7104,27624917
20877,patients,species,0.9927,27624917
20878,bevacizumab,gene,0.7295,27624917
20879,VEGF,gene,0.6636,27624917
20880,patient,species,0.978,27624917
20881,patients,species,0.984,27624917
20882,EGFR,gene,0.8584,27624917
20883,VEGF,gene,0.8965,27624917
20884,epidermal growth factor receptor,gene,0.994,27605871
20885,patients,species,0.983,27605871
20886,metastatic colorectal cancer,disease,1.0,27605871
20887,mCRC,disease,1.0,27605871
20888,cetuximab,gene,0.68,27605871
20889,panitumumab,gene,0.6997,27605871
20890,epidermal growth factor receptor,gene,0.9966,27605871
20891,EGFR,gene,0.995,27605871
20892,mCRC,disease,0.98,27605871
20893,anti-EGFR,gene,0.8125,27605871
20894,patients,species,0.9873,27605871
20895,KRAS,gene,0.9844,27605871
20896,NRAS,DNA,0.637,27605871
20897,NRAS mutations,gene,0.7695,27605871
20898,patients,species,0.9893,27605871
20899,EGFR,gene,0.968,27605871
20900,MEK,gene,0.9976,27605871
20901,ERK,gene,0.997,27605871
20902,PIK3CA,gene,0.9966,27605871
20903,AKT,gene,0.9976,27605871
20904,anti-EGFR moAbs,gene,0.8706,27605871
20905,epidermal growth factor receptor,gene,0.998,27592068
20906,RAS,gene,0.9917,27592068
20907,metastatic colorectal cancer,disease,0.9985,27592068
20908,epidermal growth factor receptor,gene,0.999,27592068
20909,EGFRI,gene,0.9863,27592068
20910,vascular endothelial growth factor,gene,0.998,27592068
20911,bevacizumab,gene,0.6196,27592068
20912,RAS,gene,0.5225,27592068
20913,metastatic colorectal cancer,disease,1.0,27592068
20914,mCRC,disease,1.0,27592068
20915,mCRC,disease,0.997,27592068
20916,EGFRI,gene,0.995,27592068
20917,bevacizumab,gene,0.784,27592068
20918,EGFRIs,gene,0.96,27592068
20919,RAS WT,gene,0.611,27592068
20920,mCRC,disease,0.993,27592068
20921,tumour,disease,0.648,27592068
20922,RAS,gene,0.978,27592068
20923,mCRC,disease,0.5015,27592068
20924,ETS,gene,0.54,27592068
20925,EGFRIs,gene,0.9736,27592068
20926,bevacizumab,gene,0.8706,27592068
20927,KRAS exon 2,gene,0.7905,27592068
20928,RAS,gene,0.9653,27592068
20929,mCRC,disease,0.999,27592068
20930,skin toxicities,disease,0.9985,27592068
20931,hypomagnesaemia,disease,1.0,27592068
20932,EGFRIs,gene,0.962,27592068
20933,nausea,disease,0.9883,27592068
20934,hypertension,disease,0.9263,27592068
20935,bevacizumab,gene,0.5337,27592068
20936,EGFRI,gene,0.993,27592068
20937,RAS,gene,0.681,27592068
20938,mCRC,disease,0.9985,27592068
20939,colorectal cancer,disease,1.0,27590223
20940,Colorectal cancer,disease,1.0,27590223
20941,CRC,disease,1.0,27590223
20942,cancers,disease,1.0,27590223
20943,CRC,disease,1.0,27590223
20944,KRAS,gene,0.846,27590223
20945,CRC,disease,0.9995,27590223
20946,KRAS,gene,0.626,27590223
20947,epidermal growth factor receptor,gene,0.997,27590223
20948,EGFR,gene,0.975,27590223
20949,KRAS,gene,0.7227,27590223
20950,CRC,disease,1.0,27590223
20951,CRC,disease,0.998,27590223
20952,KRAS,gene,0.838,27590223
20953,panitumumab,gene,0.857,27590223
20954,KRAS,gene,0.776,27590223
20955,"Phosphatidylinositol-4,5",drug,0.964,27590223
20956,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",gene,0.996,27590223
20957,PIK3CA,gene,0.9946,27590223
20958,metastatic colorectal cancer,disease,1.0,27590223
20959,PIK3CA,gene,0.9966,27590223
20960,exon 20,DNA,0.4875,27590223
20961,cetuximab,gene,0.7993,27590223
20962,KRAS,gene,0.593,27590223
20963,phosphatase and tensin homologue,gene,0.998,27590223
20964,chromosome ten,DNA,0.82,27590223
20965,disheveled binding,gene,0.937,27590223
20966,beta catenin 2,gene,0.9927,27590223
20967,CRC,disease,1.0,27590223
20968,metastatic colorectal cancer,disease,1.0,27570430
20969,EGFR,gene,0.9067,27570430
20970,metastatic colorectal cancers,disease,1.0,27570430
20971,mCRCs,disease,1.0,27570430
20972,epidermal growth factor receptor,gene,0.998,27570430
20973,EGFR,gene,0.998,27570430
20974,mCRC,disease,0.99,27570430
20975,patients,species,0.9917,27570430
20976,EGFR,gene,0.85,27570430
20977,colorectal cancer,disease,1.0,27570430
20978,EGFR,gene,0.781,27570430
20979,KRAS,gene,0.973,27570430
20980,NRAS,DNA,0.809,27570430
20981,NRAS,gene,0.9946,27570430
20982,PIK3CA,gene,0.997,27570430
20983,TP53,gene,0.997,27570430
20984,PTEN,gene,0.993,27570430
20985,EGFR,gene,0.9966,27570430
20986,MET,DNA,0.778,27570430
20987,MET,gene,0.9946,27570430
20988,HER2,gene,0.9946,27570430
20989,epiregulin,DNA,0.719,27570430
20990,epiregulin,gene,0.9917,27570430
20991,amphiregulin,gene,0.9946,27570430
20992,BRAF,gene,0.9956,27570430
20993,miRNA,RNA,0.706,27570430
20994,EGFR,gene,0.995,27570430
20995,cetuximab,gene,0.809,27570430
20996,panitumumab,gene,0.7544,27570430
20997,mCRCs,disease,0.992,27570430
20998,cetuximab,gene,0.9023,27570430
20999,patient,species,0.9785,27570430
21000,RAS,DNA,0.842,27570430
21001,RAS mutations,gene,0.814,27570430
21002,cetuximab,gene,0.834,27570430
21003,panitumumab,gene,0.7812,27570430
21004,patients,species,0.9644,27570430
21005,RAS,cell_line,0.484,27570430
21006,RAS-wild type,gene,0.7666,27570430
21007,colorectal cancers,disease,0.9287,27570430
21008,tumour mRNA,RNA,0.8354,27570430
21009,tumour,disease,0.606,27570430
21010,EGFR,gene,0.9897,27570430
21011,NRAS,DNA,0.84,27570430
21012,NRAS,gene,0.992,27570430
21013,PIK3CA,gene,0.997,27570430
21014,microRNAs,RNA,0.8647,27570430
21015,ADCC,gene,0.6074,27570430
21016,BRAF,DNA,0.793,27570430
21017,BRAF,gene,0.993,27570430
21018,mCRC,disease,0.9956,27570430
21019,patients,species,0.972,27570430
21020,EGFR,gene,0.8735,27570430
21021,adenocarcinoma of the,disease,0.9263,27568322
21022,metastatic adenocarcinoma of the gastroesophageal junction,disease,1.0,27568322
21023,epidermal growth factor receptor family,gene,0.998,27568322
21024,trastuzumab,gene,0.972,27568322
21025,cetuximab,gene,0.856,27568322
21026,panitumumab,gene,0.9272,27568322
21027,tyrosin kinase,gene,0.9873,27568322
21028,lapatinib,drug,0.999,27568322
21029,erlotinib,drug,0.998,27568322
21030,gefitinib,drug,0.9985,27568322
21031,trastuzumab,gene,0.9814,27568322
21032,cisplatin,drug,0.9985,27568322
21033,fluoropyrimidines,drug,0.9985,27568322
21034,bevacizumab,gene,0.876,27568322
21035,vascular endothelial growth factor-receptor 2,gene,0.999,27568322
21036,bevacizumab,gene,0.866,27568322
21037,sunitinib,drug,1.0,27568322
21038,sorafenib,drug,0.9995,27568322
21039,regorafenib,drug,0.9985,27568322
21040,apatinib,drug,0.9985,27568322
21041,hepatocyte growth factor receptor,gene,0.999,27568322
21042,MET,gene,0.996,27568322
21043,patients,species,0.979,27568322
21044,rilotumumab,gene,0.765,27568322
21045,Mammalian target of rapamycin,gene,0.969,27568322
21046,rapamycin,drug,0.998,27568322
21047,MTOR,gene,0.993,27568322
21048,everolimus,drug,0.998,27568322
21049,patients,species,0.976,27568322
21050,patients,species,0.981,27568322
21051,metastatic colorectal cancer,disease,0.8193,27555788
21052,cetuximab,gene,0.852,27555788
21053,panitumumab,gene,0.757,27555788
21054,metastatic colorectal cancer,disease,1.0,27555788
21055,RAS proto-oncogenes,gene,0.9897,27555788
21056,wild,cell_line,0.5283,27555788
21057,wild-type RAS,gene,0.932,27555788
21058,patients,species,0.9927,27555788
21059,anti-epidermal growth factor receptor,gene,0.97,27555788
21060,anti-EGFR,gene,0.989,27555788
21061,EGFR,gene,0.6934,27555788
21062,metastatic lesions,disease,0.8545,27555788
21063,PATIENTS,species,0.965,27555788
21064,metastatic colorectal cancer,disease,1.0,27555788
21065,patients,species,0.987,27555788
21066,cetuximab,gene,0.96,27555788
21067,EGFR,gene,0.995,27555788
21068,colorectal carcinogenesis,disease,0.9434,27555788
21069,primary,cell_type,0.4763,27555788
21070,primary tumors,disease,0.9844,27555788
21071,TP53,DNA,0.8774,27555788
21072,TP53,gene,0.997,27555788
21073,APC,gene,0.9814,27555788
21074,CTNNB1,DNA,0.68,27555788
21075,CTNNB1,gene,0.996,27555788
21076,"KRAS, PIK3CA, PTEN, and FBXW7 genes",DNA,0.726,27555788
21077,KRAS,gene,0.9614,27555788
21078,PIK3CA,gene,0.993,27555788
21079,PTEN,gene,0.9824,27555788
21080,FBXW7 genes,gene,0.9785,27555788
21081,Metastatic samples,cell_type,0.495,27555788
21082,primary tumors,disease,0.998,27555788
21083,FBXW7,gene,0.992,27555788
21084,EGFR,gene,0.7217,27555788
21085,KRAS mutations,gene,0.724,27555788
21086,patients,species,0.9873,27555788
21087,wild-type RAS,DNA,0.783,27555788
21088,wild-type RAS,gene,0.9956,27555788
21089,RAS,gene,0.9844,27555788
21090,KRAS,gene,0.8936,27555788
21091,cetuximab,gene,0.7266,27555788
21092,anti-EGFR,gene,0.9604,27555788
21093,Rectal Neuroendocrine Carcinoma,disease,1.0,27539046
21094,anal bleeding,disease,0.6787,27539046
21095,rectal cancer,disease,1.0,27539046
21096,Ra,cell_line,0.4868,27539046
21097,KRAS,DNA,0.8257,27539046
21098,KRAS wild type,gene,0.8545,27539046
21099,UFT,drug,0.9985,27539046
21100,UZEL,drug,0.986,27539046
21101,UFT,drug,0.9985,27539046
21102,UZEL,drug,0.9946,27539046
21103,PSK,drug,0.523,27539046
21104,carcinoma,disease,0.8926,27539046
21105,CBDCA,drug,0.9995,27539046
21106,CPT-11,drug,0.9976,27539046
21107,bone marrow suppression,disease,0.998,27539046
21108,FOLFOX4,drug,0.822,27539046
21109,panitumumab,gene,0.9624,27539046
21110,Pmab,gene,0.9346,27539046
21111,Pmab,gene,0.8174,27539046
21112,peripheral neuropathy,disease,0.999,27539046
21113,FOLFIRI,drug,0.969,27539046
21114,bevacizumab,gene,0.782,27539046
21115,Bmab,gene,0.728,27539046
21116,FOLFIRI,drug,0.983,27539046
21117,Bmab,gene,0.762,27539046
21118,cyanine,drug,0.978,27452807
21119,C4,drug,,27452807
21120,O,drug,0.6323,27452807
21121,C4,drug,,27452807
21122,cyanine,drug,0.961,27452807
21123,indolenine,drug,0.9985,27452807
21124,FNIR-Z-759,drug,0.996,27452807
21125,sulfonates,drug,0.999,27452807
21126,quaternary ammonium,drug,0.9985,27452807
21127,FNIR-G-765,drug,0.9995,27452807
21128,sulfonates,drug,0.9995,27452807
21129,guanidines,drug,0.9985,27452807
21130,FNIR,drug,0.9995,27452807
21131,Z-759,drug,0.969,27452807
21132,FNIR,drug,0.9985,27452807
21133,panitumumab,gene,0.94,27452807
21134,pan,gene,0.948,27452807
21135,FNIR,DNA,0.5005,27452807
21136,target cells,cell_type,0.8447,27452807
21137,FNIR-Z,DNA,0.511,27452807
21138,FNIR-Z-759,drug,0.8496,27452807
21139,mouse,species,0.9907,27452807
21140,tumor,disease,0.5186,27452807
21141,FNIR,drug,0.9985,27452807
21142,FNIR,DNA,0.5723,27452807
21143,FNIR-G-765,drug,0.99,27452807
21144,FNIR-Z-759,drug,0.9526,27452807
21145,FNIR-G-765,drug,0.9966,27452807
21146,cyanine,drug,0.9805,27452807
21147,cyanine,drug,0.869,27452807
21148,mAb,gene,0.6753,27452807
21149,thromboembolism,disease,1.0,27450994
21150,cancer,disease,1.0,27450994
21151,anti-EGFR monoclonal antibodies,gene,0.9355,27450994
21152,cetuximab,gene,0.86,27450994
21153,panitumumab,gene,0.879,27450994
21154,Cancer,disease,1.0,27450994
21155,thromboembolism,disease,0.5425,27450994
21156,fibrinopeptide A,gene,0.9897,27450994
21157,hypercoagulable states,disease,0.9805,27450994
21158,fluorouracil,drug,0.9985,27450994
21159,Anti-,gene,0.9717,27450994
21160,EGFR monoclonal,gene,0.6436,27450994
21161,panitumumab,gene,0.6387,27450994
21162,metastatic colorectal cancer,disease,1.0,27450994
21163,endothelial structures,cell_type,0.5034,27450994
21164,flouorouracil,drug,0.7007,27450994
21165,thromboembolism,disease,1.0,27450994
21166,cancer,disease,1.0,27450994
21167,anti-EGFR monoclonal antibodies cetuximab,gene,0.878,27450994
21168,panitumumab,gene,0.764,27450994
21169,thromboembolic events,disease,0.9995,27450994
21170,cancer,disease,0.914,27450994
21171,anti-EGFR monoclonal antibodies,gene,0.956,27450994
21172,venous thromboembolic events,disease,0.996,27450994
21173,venous thromboembolism,disease,1.0,27450994
21174,pulmonary embolism,disease,1.0,27450994
21175,Cancer,disease,1.0,27450994
21176,anti-EGFR monoclonal antibodies,gene,0.9043,27450994
21177,venous or pulmonary embolism,disease,0.9976,27450994
21178,anti-EGFR monoclonal antibodies,gene,0.95,27450994
21179,cetuximab,gene,0.8604,27450994
21180,panitumumab,gene,0.8384,27450994
21181,Ulcerative colitis,disease,1.0,27450459
21182,nephrotic syndrome,disease,1.0,27450459
21183,mesalazine,drug,0.9976,27450459
21184,rectal carcinoma,disease,1.0,27450459
21185,nephrotic syndrome,disease,1.0,27450459
21186,ulcerative colitis,disease,1.0,27450459
21187,UC,disease,1.0,27450459
21188,mesalazine,drug,0.9956,27450459
21189,Dysplasia,disease,0.999,27450459
21190,UC,disease,1.0,27450459
21191,colorectal carcinoma,disease,1.0,27450459
21192,diarrhea,disease,0.9995,27450459
21193,total-type UC,disease,0.9487,27450459
21194,mesalazine,drug,0.998,27450459
21195,low-grade dysplasia,disease,0.995,27450459
21196,LGD,disease,0.9995,27450459
21197,dyspnea,disease,0.9995,27450459
21198,edema,disease,0.999,27450459
21199,nephrotic syndrome,disease,1.0,27450459
21200,cyclosporine,drug,0.999,27450459
21201,mizoribine,drug,0.9985,27450459
21202,LGD,disease,1.0,27450459
21203,abdominal distension,disease,0.987,27450459
21204,Stenosis of the upper rectum,disease,0.9976,27450459
21205,advanced rectal carcinoma,disease,1.0,27450459
21206,rectal tumor,disease,0.9995,27450459
21207,panitumumab,gene,0.6914,27450459
21208,rectal carcinoma,disease,1.0,27450459
21209,UC,disease,1.0,27450459
21210,nephrotic syndrome,disease,1.0,27450459
21211,mesalazine,drug,0.9956,27450459
21212,LGD,disease,1.0,27450459
21213,advanced rectal carcinoma,disease,1.0,27450459
21214,nephrotic syndrome,disease,1.0,27450459
21215,rectal carcinoma,disease,1.0,27450459
21216,Skin Reactions,disease,0.993,27449521
21217,Epidermal Growth Factor Receptor,gene,0.998,27449521
21218,Solid Tumors,disease,1.0,27449521
21219,epidermal growth factor receptor,gene,0.998,27449521
21220,EGFR,gene,0.909,27449521
21221,tumor,disease,1.0,27449521
21222,EGFR,gene,0.98,27449521
21223,anti-EGFR monoclonal antibodies,gene,0.966,27449521
21224,cetuximab,gene,0.73,27449521
21225,panitumumab,gene,0.7026,27449521
21226,tyrosine,drug,0.9927,27449521
21227,tyrosine kinase,gene,0.9663,27449521
21228,afatinib,drug,0.9966,27449521
21229,gefitinib,drug,0.9985,27449521
21230,erlotinib,drug,0.9966,27449521
21231,EGFR,gene,0.9946,27449521
21232,papulopustular (acneiform) eruptions,disease,1.0,27449521
21233,skin,disease,0.5396,27449521
21234,skin reactions,disease,0.8867,27449521
21235,EGFR,gene,0.9883,27449521
21236,skin reactions,disease,0.961,27449521
21237,EGFR,gene,0.99,27449521
21238,EGFR,gene,0.9937,27449521
21239,Epidermal growth factor receptor,gene,0.9985,27449521
21240,EGFR,gene,0.997,27449521
21241,tumor,disease,1.0,27449521
21242,EGFR,gene,0.995,27449521
21243,skin reactions,disease,0.9985,27449521
21244,EGFR,gene,0.988,27449521
21245,EGFR,gene,0.992,27449521
21246,panitumumab,gene,0.9297,27438067
21247,KRAS,gene,0.7134,27438067
21248,colorectal cancer,disease,0.939,27438067
21249,fluoropyrimidine,drug,0.9985,27438067
21250,oxaliplatin,drug,0.9995,27438067
21251,irinotecan,drug,0.9976,27438067
21252,panitumumab,gene,0.949,27438067
21253,bevacizumab,gene,0.6934,27438067
21254,bevacizumab,gene,0.584,27438067
21255,metastatic colorectal cancer,disease,1.0,27438067
21256,mCRC,disease,1.0,27438067
21257,irinotecan,drug,0.9966,27438067
21258,panitumumab,gene,0.924,27438067
21259,Bevacizumab,gene,0.9316,27438067
21260,panitumumab,gene,0.954,27438067
21261,acneiform rash,disease,1.0,27438067
21262,irinotecan,drug,0.994,27438067
21263,leukopenia,disease,1.0,27438067
21264,neutropenia,disease,0.9995,27438067
21265,mucositis,disease,0.9995,27438067
21266,diarrhea,disease,1.0,27438067
21267,rash acneiform,disease,1.0,27438067
21268,thromboembolic event,disease,1.0,27438067
21269,mCRC,disease,0.9927,27438067
21270,panitumumab,gene,0.954,27438067
21271,bevacizumab,gene,0.8,27438067
21272,KRAS,gene,0.781,27438067
21273,bevacizumab,gene,0.827,27438067
21274,cytokine release syndrome,disease,1.0,27432238
21275,CRS,disease,1.0,27432238
21276,anti-CD28 monoclonal antibody,gene,0.995,27432238
21277,TGN1412,drug,0.998,27432238
21278,human blood cells,cell_type,0.8867,27432238
21279,CRS,disease,1.0,27432238
21280,human peripheral blood mononuclear cells,cell_type,0.871,27432238
21281,PBMC,cell_type,0.878,27432238
21282,whole blood,cell_type,0.4375,27432238
21283,CRS,disease,1.0,27432238
21284,TGN1412,drug,0.9995,27432238
21285,TGN1412,drug,0.9995,27432238
21286,anti-CD28 superagonistic mAb,gene,0.906,27432238
21287,CD28SA,gene,0.994,27432238
21288,FcγR,gene,0.997,27432238
21289,alemutuzumab,gene,0.9175,27432238
21290,panitumumab,gene,0.894,27432238
21291,CD28SA,gene,0.99,27432238
21292,alemtuzumab,gene,0.673,27432238
21293,IL-8,gene,0.9536,27432238
21294,FcγR,gene,0.9956,27432238
21295,alemtuzumab,gene,0.8447,27432238
21296,T-cell,cell_type,0.628,27432238
21297,CD28SA,gene,0.98,27432238
21298,CD28SA,gene,0.983,27432238
21299,WBCA,cell_line,0.54,27432238
21300,FcγR,gene,0.9966,27432238
21301,CD28SA,gene,0.972,27432238
21302,T cell,cell_type,0.552,27432238
21303,EGFR,gene,0.9946,27429047
21304,MEK1/2,gene,0.945,27429047
21305,biliary tract carcinoma,disease,1.0,27429047
21306,Biliary tract carcinomas,disease,1.0,27429047
21307,BTC,disease,1.0,27429047
21308,malignant tumors,disease,1.0,27429047
21309,EGFR,gene,0.959,27429047
21310,EGFR,gene,0.9937,27429047
21311,MEK1/2,gene,0.9673,27429047
21312,BTC,disease,0.9995,27429047
21313,Panitumumab,gene,0.9478,27429047
21314,Trametinib,drug,0.9956,27429047
21315,EGI-1,cell_line,0.9023,27429047
21316,MT-CHC01,cell_line,0.883,27429047
21317,WITT cells,cell_line,0.4973,27429047
21318,BTC models,cell_line,0.766,27429047
21319,BTC,disease,0.5215,27429047
21320,K-RAS,gene,0.7373,27429047
21321,Trametinib,drug,0.996,27429047
21322,MAPK,gene,0.903,27429047
21323,wild type (WT) WITT cells,cell_line,0.8984,27429047
21324,K-RAS mutated cells,cell_line,0.8857,27429047
21325,K-,cell_type,0.683,27429047
21326,K-RAS,gene,0.991,27429047
21327,EGI,cell_line,0.7456,27429047
21328,EGI-1,gene,0.9346,27429047
21329,EGFR,gene,0.991,27429047
21330,EGI-1 cells,cell_line,0.6523,27429047
21331,MAPK,gene,0.9346,27429047
21332,WITT cells,cell_line,0.627,27429047
21333,Trametinib,drug,0.993,27429047
21334,K-RAS mutated cell lines,cell_line,0.8223,27429047
21335,K-RAS,gene,0.5884,27429047
21336,Panitumumab,gene,0.654,27429047
21337,K-RAS,gene,0.5625,27429047
21338,Panitumumab,gene,0.8887,27429047
21339,Trametinib,drug,0.9985,27429047
21340,mutated cells,cell_line,0.8926,27429047
21341,Trametinib,drug,0.995,27429047
21342,tumor,disease,0.9937,27429047
21343,K-RAS,gene,0.9985,27429047
21344,K-RAS WT,gene,0.957,27429047
21345,Panitumumab,gene,0.9507,27429047
21346,Trametinib,drug,0.9893,27429047
21347,MT-CHC01,cell_line,0.771,27429047
21348,anti-EGFR,gene,0.9893,27429047
21349,WITT cells,cell_line,0.7163,27429047
21350,K-RAS,gene,0.6343,27429047
21351,Trametinib,drug,0.9985,27429047
21352,Panitumumab,gene,0.7246,27429047
21353,Ki67,gene,0.7285,27429047
21354,CD31,gene,0.9683,27429047
21355,Trametinib,drug,0.9907,27429047
21356,K-RAS,gene,0.9966,27429047
21357,BTC,disease,1.0,27429047
21358,-,DNA,0.4634,27429047
21359,WT,disease,0.91,27429047
21360,BTC,disease,0.869,27429047
21361,single chain fragment variable,gene,0.8945,27391930
21362,scFv,gene,0.9062,27391930
21363,cancer,disease,1.0,27391930
21364,monoclonal,gene,0.779,27391930
21365,tumor,disease,0.9985,27391930
21366,scFvs,gene,0.9917,27391930
21367,scFvs,gene,0.9897,27391930
21368,cetuximab,gene,0.5947,27391930
21369,scFv2112,gene,0.975,27391930
21370,panitumumab,gene,0.982,27391930
21371,scFv1711,gene,0.961,27391930
21372,epidermal,cell_type,0.6665,27391930
21373,EGFR,gene,0.994,27391930
21374,scFvs,gene,0.9863,27391930
21375,SNAP-tag,gene,0.7666,27391930
21376,human DNA repair enzyme O(6)-alkylguanine DNA alkyltransferase,gene,0.956,27391930
21377,O(6),drug,0.908,27391930
