,mention,obj,prob,pmid
25427,patients,species,0.9604,30765771
25428,pachychoroid neovasculopathy,disease,1.0,30765771
25429,ranibizumab,gene,0.9453,30765771
25430,aflibercept,gene,0.965,30765771
25431,ranibizumab,gene,0.846,30765771
25432,aflibercept,gene,0.973,30765771
25433,aflibercept,gene,0.9697,30765771
25434,aflibercept,gene,0.996,30765771
25435,ranibizumab,gene,0.874,30765771
25436,aflibercept,gene,0.993,30765771
25437,ranibizumab,gene,0.6284,30765771
25438,ranibizumab,gene,0.928,30765771
25439,aflibercept,gene,0.981,30765771
25440,vascular endothelial growth factor,gene,0.9077,30765771
25441,Aflibercept,gene,0.968,30765771
25442,ranibizumab,gene,0.864,30765771
25443,pachychoroid neovasculopathy,disease,1.0,30763369
25444,Pachychoroid neovasculopathy,disease,1.0,30763369
25445,PNV,disease,1.0,30763369
25446,pachychoroid spectrum diseases,disease,1.0,30763369
25447,VEGF,gene,0.9976,30763369
25448,anti-VEGF,gene,0.883,30763369
25449,pachychoroid neovasculopathy,disease,1.0,30763369
25450,PNV,disease,1.0,30763369
25451,neovascular age,disease,0.986,30763369
25452,macular degeneration,disease,1.0,30763369
25453,PNV,disease,0.8784,30763369
25454,PNV,disease,1.0,30763369
25455,PNV,disease,0.999,30763369
25456,VEGF,gene,0.908,30763369
25457,Choroidal neovascularization,disease,1.0,30763369
25458,CNV,disease,1.0,30763369
25459,fluorescein,drug,0.998,30763369
25460,dry macula,disease,1.0,30763369
25461,CNV,disease,0.993,30763369
25462,VEGF,gene,0.876,30763369
25463,PNV,disease,1.0,30763369
25464,PNV,cell_type,0.4604,30763369
25465,CNV area,DNA,0.628,30763369
25466,aflibercept,gene,0.983,30763369
25467,ranibizumab,gene,0.6973,30763369
25468,PNV,disease,0.782,30763369
25469,CNV,disease,0.995,30763369
25470,aflibercept,gene,0.983,30763369
25471,ranibizumab,drug,0.5347,30763369
25472,PNV,disease,0.571,30763369
25473,anti-VEGF,gene,0.9478,30763369
25474,PNV,disease,0.9976,30763369
25475,anti-VEGF,gene,0.9565,30763369
25476,glaucoma,disease,1.0,30762649
25477,retinopathies,disease,0.9995,30762649
25478,bevacizumab,gene,0.614,30762649
25479,aflibercept,gene,0.963,30762649
25480,diabetic retinopathy,disease,1.0,30762649
25481,retinal vein occlusion,disease,1.0,30762649
25482,macular degeneration,disease,1.0,30762649
25483,retinal neovascularization,disease,1.0,30762649
25484,radiation retinopathy,disease,1.0,30762649
25485,glaucomatous damage,disease,1.0,30762649
25486,aflibercept,gene,0.9478,30762298
25487,wet,disease,0.61,30762298
25488,age-related macular degeneration,disease,0.999,30762298
25489,aflibercept,gene,0.988,30757913
25490,ranibizumab,gene,0.6523,30757913
25491,diabetic macular edema,disease,1.0,30757913
25492,ranibizumab,gene,0.6904,30757913
25493,aflibercept,gene,0.981,30757913
25494,diabetic macular edema,disease,1.0,30757913
25495,retinal detachment,disease,1.0,30757913
25496,diabetic macular edema,disease,1.0,30757913
25497,patients,species,0.992,30757913
25498,diabetic macular edema,disease,1.0,30757913
25499,subfoveal retinal detachment,disease,1.0,30757913
25500,aflibercept,gene,0.9624,30757913
25501,patients,species,0.9644,30757913
25502,subfoveal retinal detachment,disease,1.0,30757913
25503,patients,species,0.981,30757913
25504,aflibercept,gene,0.9966,30757913
25505,ranibizumab,gene,0.801,30757913
25506,subfoveal retinal detachment,disease,1.0,30757913
25507,aflibercept,gene,0.9785,30757913
25508,ranibizumab,gene,0.5464,30757913
25509,aflibercept,gene,0.987,30757913
25510,ranibizumab,gene,0.801,30757913
25511,diabetic macular edema,disease,1.0,30757913
25512,patients,species,0.9907,30757913
25513,subfoveal retinal detachment,disease,1.0,30757913
25514,aflibercept,gene,0.9956,30757913
25515,ranibizumab,gene,0.727,30757913
25516,subfoveal retinal detachment,disease,1.0,30757913
25517,patients,species,0.978,30746134
25518,vascular endothelial growth factor,gene,0.938,30746134
25519,Vascular endothelial growth factor,gene,0.997,30746134
25520,VEGF,gene,0.9976,30746134
25521,tumors,disease,1.0,30746134
25522,retinal diseases,disease,1.0,30746134
25523,malignancies,disease,1.0,30746134
25524,diminishing eyesight,disease,0.998,30746134
25525,retinopathy,disease,1.0,30746134
25526,Hypertension,disease,0.9995,30746134
25527,proteinuria,disease,1.0,30746134
25528,VEGF,gene,0.9937,30746134
25529,nephrotic-range proteinuria,disease,0.999,30746134
25530,glomerulopathies,disease,1.0,30746134
25531,anti-VEGF,gene,0.8374,30746134
25532,VEGF,gene,0.9956,30746134
25533,simian glomeruli,cell_type,0.472,30746134
25534,simian,species,0.9214,30746134
25535,patients,species,0.974,30746134
25536,bevacizumab,gene,0.725,30746134
25537,aflibercept,gene,0.9863,30746134
25538,hypertension,disease,1.0,30746134
25539,proteinuria,disease,1.0,30746134
25540,renal injury,disease,1.0,30746134
25541,VEGF,gene,0.9976,30746134
25542,VEGF,gene,0.9653,30746134
25543,patients,species,0.9883,30746134
25544,diabetes,disease,1.0,30746134
25545,hypertension,disease,1.0,30746134
25546,nephropathy,disease,1.0,30746134
25547,proteinuria,disease,1.0,30746134
25548,VEGF,gene,0.985,30746134
25549,anti-VEGF,gene,0.933,30741468
25550,dexamethasone,drug,0.9897,30741468
25551,aflibercept,gene,0.9805,30740921
25552,aflibercept,gene,0.9736,30740921
25553,neovascular,disease,0.9995,30740921
25554,age-related macular degeneration,disease,1.0,30740921
25555,nAMD,disease,1.0,30740921
25556,patients,species,0.983,30740921
25557,nAMD,disease,1.0,30740921
25558,aflibercept,gene,0.9766,30740921
25559,ranibizumab,gene,0.846,30740921
25560,bevacizumab,gene,0.698,30740921
25561,pigment epithelial detachment,disease,1.0,30740921
25562,PED,disease,0.9976,30740921
25563,geographic atrophy,disease,1.0,30740921
25564,patients,species,0.966,30740921
25565,patients,species,0.9897,30740921
25566,BCVA,cell_type,0.4219,30740921
25567,geographic atrophy,disease,1.0,30740921
25568,Aflibercept,gene,0.9175,30740921
25569,nAMD,disease,1.0,30740921
25570,nAMD,disease,0.9995,30740921
25571,patients,species,0.983,30740921
25572,Diabetic retinopathy,disease,1.0,30736075
25573,diabetes,disease,1.0,30736075
25574,diabetic retinopathy,disease,1.0,30736075
25575,patients,species,0.9897,30736075
25576,ranibizumab,gene,0.934,30736075
25577,aflibercept,gene,0.961,30736075
25578,patients,species,0.984,30736075
25579,PDR,disease,0.9854,30736075
25580,PDR,disease,0.999,30736075
25581,patients,species,0.9937,30736075
25582,ranibizumab,gene,0.776,30736075
25583,PDR,disease,0.995,30736075
25584,patients,species,0.993,30736075
25585,aflibercept,gene,0.922,30736075
25586,patients,species,0.9746,30736075
25587,epiretinal membranes,disease,0.9946,30736075
25588,macular oedema,disease,1.0,30736075
25589,Eylea,drug,0.983,30736075
25590,Eylea,drug,0.6006,30736075
25591,platelets,cell_type,0.8315,30736075
25592,erythrocytes,cell_type,0.851,30736075
25593,macrophages,cell_type,0.8115,30736075
25594,aflibercept,gene,0.957,30736075
25595,PDR,disease,0.997,30736075
25596,thrombotic microangiopathy,disease,1.0,30736075
25597,VEGF,gene,0.729,30736075
25598,macular oedema,disease,1.0,30736075
25599,VEGF,gene,0.9976,30736075
25600,placental growth factor,gene,0.9985,30736075
25601,DR,disease,,30736075
25602,Aflibercept,gene,0.989,30733512
25603,retinal vascular,DNA,0.55,30733512
25604,aflibercept,gene,0.9854,30733512
25605,diabetic macular,disease,1.0,30733512
25606,edema,disease,0.968,30733512
25607,DME,disease,1.0,30733512
25608,FAZ,disease,0.768,30733512
25609,patients,species,0.9644,30733512
25610,DME,disease,1.0,30733512
25611,aflibercept,gene,0.969,30733512
25612,retinal vascular,DNA,0.5684,30733512
25613,retinal vascular,DNA,0.5405,30733512
25614,DCP,DNA,0.552,30733512
25615,aflibercept,gene,0.6255,30733512
25616,MAs,disease,0.978,30733512
25617,MAs,disease,0.999,30733512
25618,MAs,disease,0.9976,30733512
25619,DME,disease,1.0,30733512
25620,aflibercept,gene,0.968,30733512
25621,Choroidal neovascularisation,disease,1.0,30733067
25622,serpiginous choroiditis,disease,1.0,30733067
25623,aflibercept,gene,0.978,30733067
25624,serpiginous choroiditis,disease,1.0,30733067
25625,SC,disease,1.0,30733067
25626,metamorphopsia,disease,1.0,30733067
25627,peripapillary haemorrhage,disease,0.992,30733067
25628,choroidal neovascularisation,disease,1.0,30733067
25629,CNV,disease,1.0,30733067
25630,aflibercept,gene,0.9854,30733067
25631,aflibercept,gene,0.9697,30733067
25632,Papillophlebitis,disease,1.0,30733066
25633,polyarteritis nodosa,disease,1.0,30733066
25634,polyarteritis nodosa,disease,1.0,30733066
25635,papillophlebitis,disease,1.0,30733066
25636,macular oedema,disease,1.0,30733066
25637,aflibercept,gene,0.961,30733066
25638,episcleritis,disease,1.0,30733066
25639,Papillophlebitis,disease,1.0,30733066
25640,non-ischaemic central retinal vein occlusion,disease,1.0,30733066
25641,Polyarteritis nodosa,disease,1.0,30733066
25642,systemic necrotising vasculitis,disease,0.9604,30733066
25643,inflammation,disease,0.937,30733066
25644,PGF,drug,0.6836,30732627
25645,VEGF,gene,0.9956,30732627
25646,mononuclear phagocytes,cell_type,0.8745,30732627
25647,murine,species,0.9683,30732627
25648,Age-related macular degeneration,disease,1.0,30732627
25649,AMD,disease,1.0,30732627
25650,visual impairment,disease,1.0,30732627
25651,AMD,disease,0.9995,30732627
25652,anti-,gene,0.4983,30732627
25653,vascular endothelial growth factor,gene,0.952,30732627
25654,VEGF,gene,0.9966,30732627
25655,Placental growth factor,gene,0.9917,30732627
25656,PGF,gene,0.996,30732627
25657,VEGF family,gene,0.996,30732627
25658,VEGF-A,gene,0.998,30732627
25659,PGF,drug,0.845,30732627
25660,mouse,species,0.9595,30732627
25661,choroidal neovascularization,disease,1.0,30732627
25662,CNV,disease,1.0,30732627
25663,retinal mononuclear phagocytes,cell_type,0.893,30732627
25664,CNV,disease,0.9985,30732627
25665,mice,species,0.9263,30732627
25666,YAG,drug,0.8765,30732627
25667,VEGF-A,gene,0.998,30732627
25668,aVEGF,gene,0.991,30732627
25669,anti-PGF,gene,0.9946,30732627
25670,aPGF,gene,0.99,30732627
25671,aVEGF,gene,0.9824,30732627
25672,aPGF,gene,0.991,30732627
25673,aflibercept,gene,0.9893,30732627
25674,IgG,gene,0.9727,30732627
25675,Lectin,gene,0.9414,30732627
25676,RPE,cell_type,0.4836,30732627
25677,CNV,disease,0.976,30732627
25678,mRNA,RNA,0.8594,30732627
25679,Iba1,gene,0.9873,30732627
25680,VEGF,gene,0.995,30732627
25681,PGF,gene,0.8335,30732627
25682,RPE,cell_type,0.608,30732627
25683,VEGF,gene,0.963,30732627
25684,PGF,drug,0.592,30732627
25685,IL-6,gene,0.927,30732627
25686,IL1-beta,gene,0.992,30732627
25687,TNF,gene,0.9404,30732627
25688,CNV,disease,0.9976,30732627
25689,PGF,drug,0.9746,30732627
25690,VEGF-A,gene,0.981,30732627
25691,aflibercept,gene,0.9663,30732627
25692,VEGF-A,gene,0.997,30732627
25693,PGF,drug,0.8,30732627
25694,aflibercept,gene,0.991,30732627
25695,reactive microglia,cell_line,0.668,30732627
25696,macrophages,cell_type,0.78,30732627
25697,mRNA,RNA,0.667,30732627
25698,VEGF-A,gene,0.9976,30732627
25699,PGF,drug,0.9746,30732627
25700,mononuclear phagocytes,cell_type,0.8496,30732627
25701,PGF,drug,0.983,30732627
25702,VEGF-A,gene,0.9927,30732627
25703,IL-6,gene,0.993,30732627
25704,IL1-beta,gene,0.994,30732627
25705,PGF,drug,0.998,30732627
25706,VEGF-A,gene,0.9956,30732627
25707,vascular leakage,disease,0.9604,30732627
25708,CNV,disease,1.0,30732627
25709,mononuclear phagocytes,cell_type,0.8438,30732627
25710,PGF,drug,0.9575,30732627
25711,wet AMD,disease,0.9985,30732627
25712,aflibercept,gene,0.991,30728380
25713,polypoidal choroidal vasculopathy,disease,1.0,30728380
25714,aflibercept,gene,0.9907,30728380
25715,polypoidal choroidal vasculopathy,disease,1.0,30728380
25716,PCV,disease,1.0,30728380
25717,polyps,disease,0.991,30728380
25718,patients,species,0.982,30728380
25719,PCV,disease,1.0,30728380
25720,polyps,disease,0.9727,30728380
25721,vascular endothelial growth factor,gene,0.996,30728380
25722,VEGF,gene,0.9976,30728380
25723,aflibercept,gene,0.9785,30728380
25724,Participants,species,0.924,30728380
25725,aflibercept,gene,0.9814,30728380
25726,indocyanine green,drug,0.9966,30728380
25727,inner retinal cyst,disease,0.999,30728380
25728,aflibercept,gene,0.988,30728380
25729,PCV,disease,1.0,30728380
25730,BVN,disease,0.9976,30728380
25731,aflibercept,gene,0.9917,30728380
25732,Choroidal Neovascularization,disease,1.0,30727875
25733,Choroidal neovascularization,disease,1.0,30727875
25734,CNV,disease,1.0,30727875
25735,neovascular age-related macular degeneration,disease,1.0,30727875
25736,AMD,disease,1.0,30727875
25737,pathologic myopia,disease,0.9995,30727875
25738,CNV,disease,1.0,30727875
25739,uveitis,disease,1.0,30727875
25740,central serous chorioretinopathy,disease,1.0,30727875
25741,angioid streaks,disease,1.0,30727875
25742,intraocular tumors,disease,1.0,30727875
25743,hereditary chorioretinal dystrophies,disease,1.0,30727875
25744,CNV,disease,0.9995,30727875
25745,visual loss,disease,0.7476,30727875
25746,retinal or subretinal hemorrhage,disease,1.0,30727875
25747,fibrosis involving,disease,0.93,30727875
25748,CNV,disease,1.0,30727875
25749,vascular endothelial growth factor,gene,0.998,30727875
25750,VEGF,gene,0.996,30727875
25751,VEGF,gene,0.9937,30727875
25752,CNV,disease,0.999,30727875
25753,VEGF,gene,0.968,30727875
25754,CNV,disease,1.0,30727875
25755,VEGF,gene,0.9917,30727875
25756,bevacizumab,gene,0.8735,30727875
25757,ranibizumab,gene,0.882,30727875
25758,aflibercept,gene,0.984,30727875
25759,ziv-aflibercept,gene,0.9697,30727875
25760,CNV,disease,0.691,30727875
25761,verteporfin,drug,0.9985,30727875
25762,CNV,disease,0.9995,30727875
25763,anti-VEGF,gene,0.8115,30727875
25764,CNV,disease,1.0,30727875
25765,Anti-VEGF,gene,0.97,30721208
25766,neovascular age-related macular degeneration,disease,1.0,30721208
25767,Neovascular Age-related,disease,0.9937,30721208
25768,Macular Degeneration,disease,1.0,30721208
25769,nAMD,disease,1.0,30721208
25770,VEGF,gene,0.943,30721208
25771,VEGF,gene,0.8936,30721208
25772,aflibercept,gene,0.962,30721208
25773,nAMD,disease,1.0,30721208
25774,VEGF,gene,0.607,30721208
25775,VEGF,gene,0.9883,30721208
25776,VEGF,gene,0.9478,30721202
25777,age-related macular degeneration,disease,1.0,30721202
25778,aflibercept,gene,0.9854,30721202
25779,neovascular age-related macular degeneration,disease,1.0,30721202
25780,nAMD,disease,1.0,30721202
25781,nAMD,disease,1.0,30721202
25782,nAMD,disease,1.0,30721202
25783,ranibizumab,gene,0.89,30721202
25784,aflibercept,gene,0.9683,30721202
25785,subretinal,disease,0.901,30721202
25786,SRF,disease,0.9673,30721202
25787,pigment epithelium detachment,disease,1.0,30721202
25788,PED,disease,1.0,30721202
25789,intraretinal fluid,disease,0.9453,30721202
25790,IRF,disease,0.825,30721202
25791,aflibercept,gene,0.985,30721202
25792,BCVA,DNA,0.5454,30721202
25793,Aflibercept,gene,0.7666,30721202
25794,nAMD,disease,1.0,30721202
25795,aflibercept,gene,0.9893,30720091
25796,fluoropyrimidine,drug,0.962,30720091
25797,metastatic colorectal cancer,disease,1.0,30720091
25798,Aflibercept,gene,0.9795,30720091
25799,5‑fluorouracil,drug,0.9995,30720091
25800,5‑FU,drug,0.999,30720091
25801,irinotecan,drug,0.9976,30720091
25802,metastatic colorectal cancer,disease,0.9995,30720091
25803,mCRC,disease,0.9985,30720091
25804,aflibercept,gene,0.986,30720091
25805,FOLFOX,drug,0.543,30720091
25806,fluoropyrimidine,drug,0.9863,30720091
25807,mCRC,disease,0.9805,30720091
25808,5‑FU,drug,0.9985,30720091
25809,folinic acid,drug,0.999,30720091
25810,oxaliplatin,drug,1.0,30720091
25811,aflibercept,gene,0.9746,30720091
25812,fluoropyrimidine,drug,0.989,30720091
25813,aflibercept,gene,0.917,30720091
25814,oxaliplatin,drug,0.9995,30720091
25815,hypertension,disease,1.0,30720091
25816,fatigue,disease,0.9995,30720091
25817,neutropenia,disease,1.0,30720091
25818,neuropathy,disease,1.0,30720091
25819,stomatitis,disease,1.0,30720091
25820,stroke,disease,1.0,30720091
25821,pulmonary embolism,disease,1.0,30720091
25822,neutropenic sepsis,disease,1.0,30720091
25823,aflibercept,gene,0.9805,30720091
25824,oxaliplatin,drug,0.9995,30720091
25825,mCRC,disease,0.9746,30720091
25826,hypertension,disease,0.9966,30720091
25827,Ziv-aflibercept,gene,0.986,30705040
25828,bevacizumab,gene,0.5967,30705040
25829,diabetic,disease,1.0,30705040
25830,ziv-aflibercept,gene,0.9946,30705040
25831,bevacizumab,gene,0.5103,30705040
25832,patients,species,0.988,30705040
25833,proliferative diabetic retinopathy,disease,0.9995,30705040
25834,PDR,disease,1.0,30705040
25835,patients,species,0.931,30705040
25836,PDR,disease,0.995,30705040
25837,tractional retinal detachment,disease,1.0,30705040
25838,TRD,disease,1.0,30705040
25839,vitreous haemorrhaging,disease,1.0,30705040
25840,TRD,disease,1.0,30705040
25841,vitreous haemorrhage,disease,1.0,30705040
25842,PDR,disease,0.996,30705040
25843,FOLFIRI,drug,0.946,30690930
25844,aflibercept,gene,0.9956,30690930
25845,metastatic PURPOSE,disease,0.9043,30690930
25846,FOLFIRI,drug,0.984,30690930
25847,aflibercept,gene,0.994,30690930
25848,patients,species,0.9487,30690930
25849,metastatic colorectal cancer,disease,1.0,30690930
25850,oxaliplatin,drug,0.9995,30690930
25851,bevacizumab,gene,0.77,30690930
25852,FOLFIRI,drug,0.8066,30690930
25853,aflibercept,gene,0.9966,30690930
25854,PATIENTS,species,0.9272,30690930
25855,patients,species,0.9688,30690930
25856,FOLFIRI,drug,0.6514,30690930
25857,aflibercept,gene,0.971,30690930
25858,Patients,species,0.99,30690930
25859,tumours,disease,1.0,30690930
25860,RAS,gene,0.998,30690930
25861,EGFR,gene,0.9746,30690930
25862,tumours,disease,0.79,30690930
25863,RAS,gene,0.9976,30690930
25864,tumour,disease,0.996,30690930
25865,neutropenia,disease,1.0,30690930
25866,asthenia,disease,1.0,30690930
25867,diarrhea,disease,1.0,30690930
25868,mucositis,disease,1.0,30690930
25869,Dysphonia,disease,1.0,30690930
25870,patients,species,0.9614,30690930
25871,grade,disease,0.784,30690930
25872,hypertension,disease,0.959,30690930
25873,hypertension,disease,0.9995,30690930
25874,FOLFIRI,drug,0.723,30690930
25875,aflibercept,gene,0.995,30690930
25876,primary,disease,0.993,30690930
25877,tumour,disease,0.6323,30690930
25878,RAS,DNA,0.584,30690930
25879,RAS-mutant,gene,0.875,30690930
25880,primary,disease,0.9053,30690930
25881,tumour,disease,0.663,30690930
25882,Hypertension,disease,0.999,30690930
25883,patient,species,0.955,30690930
25884,myopic macular degeneration,disease,1.0,30690902
25885,myopic macular degeneration,disease,1.0,30690902
25886,MMD,disease,1.0,30690902
25887,aflibercept,gene,0.9805,30690902
25888,patients,species,0.969,30690902
25889,myopic choroidal neovascularization,disease,1.0,30690902
25890,CNV,disease,1.0,30690902
25891,patients,species,0.9814,30690902
25892,myopic CNV,disease,1.0,30690902
25893,MMD,disease,0.999,30690902
25894,MMD,disease,1.0,30690902
25895,MMD,disease,1.0,30690902
25896,MMD,disease,1.0,30690902
25897,patients,species,0.9746,30690902
25898,MMD,disease,1.0,30690902
25899,MMD,disease,1.0,30690902
25900,MMD,disease,1.0,30690902
25901,patients,species,0.969,30690902
25902,MMD,disease,1.0,30690902
25903,metastatic colorectal cancer,disease,0.9863,30690295
25904,Metastatic colorectal cancer,disease,1.0,30690295
25905,mCRC,disease,1.0,30690295
25906,mCRC,disease,0.8745,30690295
25907,RAS,gene,0.996,30690295
25908,BRAF,DNA,0.858,30690295
25909,BRAF,gene,0.994,30690295
25910,bevacizumab,gene,0.7,30690295
25911,aflibercept,gene,0.94,30690295
25912,patients,species,0.9526,30690295
25913,epidermal growth factor receptor,gene,0.998,30690295
25914,EGFR,gene,0.9966,30690295
25915,RAS,gene,0.9897,30690295
25916,patients,species,0.976,30690295
25917,EGFR,gene,0.981,30690295
25918,cetuximab,gene,0.886,30690295
25919,panitumumab,gene,0.8135,30690295
25920,regorafenib,drug,0.9297,30690295
25921,trifluridine,drug,0.8716,30690295
25922,tipiracil,drug,0.9907,30690295
25923,patients,species,0.9746,30690295
25924,HER2,gene,0.9976,30690295
25925,neu,gene,0.9985,30690295
25926,CRC tumours,disease,1.0,30690295
25927,mCRC,disease,0.756,30690295
25928,tumour,disease,1.0,30690295
25929,vascular endothelial growth factor,gene,0.996,30689620
25930,neovascular,cell_type,0.463,30689620
25931,neovascular age-related macular degeneration,disease,0.9004,30689620
25932,neovascular age-related macular degeneration,disease,1.0,30689620
25933,aflibercept,gene,0.9526,30689620
25934,Diabetic Retinopathy,disease,1.0,30689620
25935,LOR,DNA,0.6016,30689620
25936,patients,species,0.9727,30689620
25937,neovascular age-related macular degeneration,disease,0.9976,30689620
25938,LOR,DNA,0.6084,30689620
25939,Nepafenac,drug,0.9966,30688558
25940,nepafenac,drug,0.999,30688558
25941,patients,species,0.9844,30688558
25942,Patients,species,0.974,30688558
25943,nepafenac,drug,0.9985,30688558
25944,nepafenac,drug,0.999,30688558
25945,patients,species,0.969,30688558
25946,nepafenac,drug,0.999,30688558
25947,nepafenac,drug,0.9995,30688558
25948,nepafenac,drug,0.9995,30688558
25949,nepafenac,drug,0.9985,30688558
25950,nepafenac,drug,0.9995,30688558
25951,nepafenac,drug,0.999,30688558
25952,exudative age-related macular degeneration,disease,0.9795,30680768
25953,aflibercept,gene,0.9766,30680768
25954,pranoprofen,drug,0.9917,30680768
25955,aflibercept,gene,0.899,30680768
25956,pranoprofen,drug,0.997,30680768
25957,choroidal neovascularization,disease,1.0,30680768
25958,CNV,disease,1.0,30680768
25959,age-related macular degeneration,disease,1.0,30680768
25960,CNV,disease,0.9985,30680768
25961,aflibercept,gene,0.9824,30680768
25962,aflibercept,gene,0.984,30680768
25963,pranoprofen,drug,0.992,30680768
25964,aflibercept,gene,0.956,30680768
25965,omega-3,drug,0.9927,30680768
25966,CRT,DNA,0.6045,30680768
25967,omega-3,drug,0.8574,30680768
25968,neovascular age-related macular degeneration,disease,1.0,30679743
25969,nAMD,disease,1.0,30679743
25970,vascular endothelial growth factor,gene,0.9673,30679743
25971,nAMD,disease,1.0,30679743
25972,ranibizumab,gene,0.8213,30679743
25973,aflibercept,gene,0.9614,30679743
25974,intraretinal cysts,disease,1.0,30679743
25975,IRCs,disease,1.0,30679743
25976,subretinal fluid,disease,0.9766,30679743
25977,SRF,disease,0.9814,30679743
25978,pigment epithelial detachment,disease,1.0,30679743
25979,PED,disease,1.0,30679743
25980,PED,disease,0.999,30679743
25981,IRCs,cell_type,0.6094,30679743
25982,PED,DNA,0.524,30679743
25983,IRCs,cell_type,0.7344,30679743
25984,IRCs,cell_type,0.698,30679743
25985,IRCs,cell_type,0.462,30679743
25986,PED,disease,0.984,30679743
25987,nAMD,disease,1.0,30679743
25988,IRCs,cell_type,0.8433,30679743
25989,SRF,cell_line,0.5996,30679743
25990,PED,disease,0.976,30679743
25991,VEGF,gene,0.876,30679743
25992,anti-,gene,0.8433,30676635
25993,VEGF,gene,0.7163,30676635
25994,diabetic macular edema,disease,1.0,30676635
25995,DME,disease,1.0,30676635
25996,DME,disease,1.0,30676635
25997,anti-VEGF,gene,0.838,30676635
25998,PARTICIPANTS,species,0.637,30676635
25999,Diabetic Retinopathy,disease,1.0,30676635
26000,participants,species,0.976,30676635
26001,DME,disease,1.0,30676635
26002,vision impairment,disease,1.0,30676635
26003,aflibercept,gene,0.989,30676635
26004,bevacizumab,gene,0.7505,30676635
26005,ranibizumab,gene,0.7695,30676635
26006,participants,species,0.9766,30676635
26007,anti-VEGF,gene,0.9214,30676635
26008,participant,species,0.883,30676635
26009,hemoglobin A1c,gene,0.9976,30676635
26010,nonproliferative diabetic retinopathy,disease,1.0,30676635
26011,PRP,cell_type,0.5923,30676635
26012,participants,species,0.963,30676635
26013,participants,species,0.977,30676635
26014,subretinal fluid,disease,0.9844,30676635
26015,predictive,DNA,0.4878,30676635
26016,hemoglobin A1c,gene,0.991,30676635
26017,VEGF,gene,0.7866,30676635
26018,persons,species,0.9224,30676635
26019,diabetes,disease,1.0,30676635
26020,patients,species,0.987,30676635
26021,PRP,cell_type,0.5874,30676635
26022,patients,species,0.992,30676635
26023,PRP,cell_type,0.6,30676635
26024,Ranibizumab,gene,0.9272,30676617
26025,Aflibercept,gene,0.978,30676617
26026,ranibizumab,gene,0.9126,30676617
26027,aflibercept,gene,0.9805,30676617
26028,neovascular age-related macular degeneration,disease,1.0,30676617
26029,nAMD,disease,1.0,30676617
26030,PARTICIPANTS,species,0.719,30676617
26031,Ranibizumab,gene,0.848,30676617
26032,Aflibercept,gene,0.9707,30676617
26033,Geographic Atrophy,disease,1.0,30676617
26034,(Wet) AMD,disease,0.9844,30676617
26035,Patients,species,0.9937,30676617
26036,participants,species,0.9775,30676617
26037,choroidal neovascularization,disease,1.0,30676617
26038,nAMD,disease,1.0,30676617
26039,Participants,species,0.925,30676617
26040,ranibizumab,gene,0.8555,30676617
26041,aflibercept,gene,0.9697,30676617
26042,participants,species,0.9707,30676617
26043,participants,species,0.9824,30676617
26044,women,species,0.899,30676617
26045,ranibizumab,gene,0.7837,30676617
26046,aflibercept,gene,0.9893,30676617
26047,ranibizumab,gene,0.5234,30676617
26048,participants,species,0.9883,30676617
26049,aflibercept,gene,0.9585,30676617
26050,participants,species,0.987,30676617
26051,BCVA,DNA,0.4868,30676617
26052,BCVA,DNA,0.5645,30676617
26053,ranibizumab,gene,0.544,30676617
26054,aflibercept,gene,0.9355,30676617
26055,ranibizumab,drug,0.7095,30676617
26056,aflibercept,gene,0.9785,30676617
26057,aflibercept,gene,0.9937,30676617
26058,ranibizumab,gene,0.8833,30676617
26059,nAMD,disease,1.0,30676617
26060,Myopic Choroidal Neovascularization,disease,1.0,30674251
26061,Myopic choroidal neovascularization,disease,1.0,30674251
26062,CNV,disease,1.0,30674251
26063,visual loss,disease,0.997,30674251
26064,high myopia,disease,0.9937,30674251
26065,CNV,disease,1.0,30674251
26066,myopic CNV,disease,1.0,30674251
26067,vascular,DNA,0.484,30674251
26068,vascular endothelial growth factor,gene,0.996,30674251
26069,VEGF,gene,0.6245,30674251
26070,VEGF,gene,0.923,30674251
26071,aflibercept,gene,0.9736,30674251
26072,bevacizumab,gene,0.9204,30674251
26073,ranibizumab,gene,0.697,30674251
26074,chorioretinal atrophy,disease,1.0,30674251
26075,VEGF,gene,0.5933,30674251
26076,myopic CNV,disease,1.0,30674251
26077,Aflibercept,gene,0.9546,30664844
26078,Ranibizumab,gene,0.8667,30664844
26079,Neovascular Age-Related Macular Degeneration,disease,1.0,30664844
26080,neovascular age-related macular degeneration,disease,1.0,30664844
26081,aflibercept,gene,0.992,30664844
26082,ranibizumab,gene,0.7695,30664844
26083,Rq4,DNA,0.88,30664844
26084,2q4,DNA,0.7803,30664844
26085,2q8,DNA,0.811,30664844
26086,choroidal neovascularization,disease,1.0,30664844
26087,CNV,disease,1.0,30664844
26088,CNV,disease,1.0,30664844
26089,ranibizumab,gene,0.687,30664844
26090,Mineralocorticoid receptor,gene,0.991,30664640
26091,neovascular age-related macular degeneration,disease,0.992,30664640
26092,Choroidal neovascularization,disease,1.0,30664640
26093,CNV,disease,1.0,30664640
26094,visual impairment,disease,0.9976,30664640
26095,age-related macular degeneration,disease,0.9995,30664640
26096,AMD,disease,1.0,30664640
26097,anti-VEGF,gene,0.8516,30664640
