,node,betweenness,gene
3652,PD-,0.0,PD-
3338,E1A Proteins,0.0,E1A Proteins
3660,Bcl2,0.0,Bcl2
3337,BS69,0.0,BS69
3340,E1A,0.0,E1A
3828,FAO enzymes,0.0,FAO enzymes
3814,cytosolic aminotransferase,0.0,cytosolic aminotransferase
3336,Transcriptional,0.0,Transcriptional
3815,Musashi2,0.0,Musashi2
3798,VEGFR-3,0.0,VEGFR-3
3386,Spi1,0.0,Spi1
3816,MSI2,0.0,MSI2
3812,RUNX1 DNA-binding domain,0.0,RUNX1 DNA-binding domain
3379,forkhead box P3,0.0,forkhead box P3
3801,podoplanin,0.0,podoplanin
3384,CTL-associated antigen-4,0.0,CTL-associated antigen-4
3383,T-cell immunoglobulin mucin-3,0.0,T-cell immunoglobulin mucin-3
3382,programmed death-1,0.0,programmed death-1
3339,Early region 1A,0.0,Early region 1A
3802,PDPN,0.0,PDPN
3654,fatty acid translocase,0.0,fatty acid translocase
3803,vascular endothelial growth factor-C,0.0,vascular endothelial growth factor-C
3381,signal transducer and activator of transcription,0.0,signal transducer and activator of transcription
3658,PTP1B,0.0,PTP1B
3808,mutant isocitrate dehydrogenase 1/2,0.0,mutant isocitrate dehydrogenase 1/2
3656,Protein tyrosine phosphatase PTP1B,0.0,Protein tyrosine phosphatase PTP1B
3806,PROX1,0.0,PROX1
3657,LysM-PTP1B-/-,0.0,LysM-PTP1B-/-
3380,transforming growth factor-,0.0,transforming growth factor-
3817,BCAT1 transcript,0.0,BCAT1 transcript
3648,S100a9 gene,0.0,S100a9 gene
3819,haematopoietic stem-,0.0,haematopoietic stem-
3638,Ifnr1-/-,0.0,Ifnr1-/-
3794,toll-like receptor-4,0.0,toll-like receptor-4
3633,IFNGR1,0.0,IFNGR1
3795,Toll-like receptor-4,0.0,Toll-like receptor-4
3634,IFNGR2,0.0,IFNGR2
3669,pyruvate kinase isozyme M2,0.0,pyruvate kinase isozyme M2
3392,E-TCL1,0.0,E-TCL1
3826,TRIF-dependent genes,0.0,TRIF-dependent genes
3825,TRIF-adaptor,0.0,TRIF-adaptor
3635,Recombinant interferon,0.0,Recombinant interferon
3636,Ifnr1,0.0,Ifnr1
3823,cytochrome C oxidase,0.0,cytochrome C oxidase
3796,mobility group box 1 protein,0.0,mobility group box 1 protein
3637,mouse Ifnr1,0.0,mouse Ifnr1
3822,p16,0.0,p16
3640,PGC-1,0.0,PGC-1
3647,S100A9 protein,0.0,S100A9 protein
3391,B cell lymphoma-2,0.0,B cell lymphoma-2
3390,E7107,0.0,E7107
3797,vascular endothelial growth factor receptor-3,0.0,vascular endothelial growth factor receptor-3
3341,HAdV early genes,0.0,HAdV early genes
3643,programmed cell death 1 ligand 1,0.0,programmed cell death 1 ligand 1
3333,caspase-2,0.0,caspase-2
3821,CAG-EGFP,0.0,CAG-EGFP
3667,programmed cell death,0.0,programmed cell death
3388,myeloid-specific oncoprotein,0.0,myeloid-specific oncoprotein
3387,zinc-finger transcription factor,0.0,zinc-finger transcription factor
3646,S100A9 mRNA,0.0,S100A9 mRNA
3665,programmed death ligands,0.0,programmed death ligands
3334,DDR,0.0,DDR
3661,BclXL,0.0,BclXL
3322,let-7e,0.0,let-7e
3403,polycomb,0.0,polycomb
3581,"indoleamine 2,3-dioxygenase-1",0.0,"indoleamine 2,3-dioxygenase-1"
3582,tryptophan dioxygenase,0.0,tryptophan dioxygenase
3350,HAdV E1A proteins,0.0,HAdV E1A proteins
3691,Fatp1,0.0,Fatp1
3352,CD1c+,0.0,CD1c+
3888,SPT,0.0,SPT
3417,endothelial NOS,0.0,endothelial NOS
3890,inositol-requiring enzyme 1,0.0,inositol-requiring enzyme 1
3674,Proteinase 3,0.0,Proteinase 3
3580,"Indoleamine 2,3-Dioxygenase",0.0,"Indoleamine 2,3-Dioxygenase"
3692,LDL,0.0,LDL
3891,IRE1,0.0,IRE1
3693,high-density lipoprotein,0.0,high-density lipoprotein
3892,pancreatic ER kinase,0.0,pancreatic ER kinase
3893,PKR,0.0,PKR
3583,TDO,0.0,TDO
3584,IDO2,0.0,IDO2
3690,Fatp1-/-,0.0,Fatp1-/-
3887,Serine palmitoyltransferase,0.0,Serine palmitoyltransferase
3416,NOS,0.0,NOS
3587,IL-3 receptor,0.0,IL-3 receptor
3317,miR-146,0.0,miR-146
3886,serine palmitoyltransferase,0.0,serine palmitoyltransferase
3349,HAdV-A12 E1A,0.0,HAdV-A12 E1A
3777,Suppressor of cytokine signaling 1,0.0,Suppressor of cytokine signaling 1
3778,iKIR,0.0,iKIR
3779,SOCS1 kinase inhibitory region,0.0,SOCS1 kinase inhibitory region
3588,IL-3 antibody,0.0,IL-3 antibody
3884,BLVRB,0.0,BLVRB
3348,HAdV-C5,0.0,HAdV-C5
3883,ALAS2,0.0,ALAS2
3415,A1,0.0,A1
3578,GTPases,0.0,GTPases
3894,activating transcription factor 6,0.0,activating transcription factor 6
3313,anti-CD11b antibody,0.0,anti-CD11b antibody
3899,Ly-,0.0,Ly-
3698,CALR gene,0.0,CALR gene
3309,mixed lineage leukemia protein 1,0.0,mixed lineage leukemia protein 1
3565,FLT3-ITD+,0.0,FLT3-ITD+
3772,IGF2BP1,0.0,IGF2BP1
3773,let-7 miRNA,0.0,let-7 miRNA
3567,IFN-+,0.0,IFN-+
3568,Bcl-,0.0,Bcl-
3901,15-hydroxyprostaglandin dehydrogenase,0.0,15-hydroxyprostaglandin dehydrogenase
3430,anti-PD-1 F(ab)2 fragments,0.0,anti-PD-1 F(ab)2 fragments
3429,human programmed death receptor-1,0.0,human programmed death receptor-1
3427,p-ERK,0.0,p-ERK
3570,interferon regulatory factor 7,0.0,interferon regulatory factor 7
3804,VEGF-C,0.0,VEGF-C
3426,Pofut1,0.0,Pofut1
3898,programmed cell death protein ligand 1,0.0,programmed cell death protein ligand 1
3577,DRP-1,0.0,DRP-1
3311,Cxcl genes,0.0,Cxcl genes
3897,mPGES1,0.0,mPGES1
3425,DNMAML,0.0,DNMAML
3697,ASXL1 p.R693X mutation,0.0,ASXL1 p.R693X mutation
3571,IRF7,0.0,IRF7
3696,CALR 52bp deletion,0.0,CALR 52bp deletion
3424,oncogenic Kras,0.0,oncogenic Kras
3423,NOTCH1 mutations,0.0,NOTCH1 mutations
3421,H3K27me,0.0,H3K27me
3694,CONCLUSIONS M Fatp1,0.0,CONCLUSIONS M Fatp1
3572,FLT3-ITD-mutant,0.0,FLT3-ITD-mutant
3895,ATF6,0.0,ATF6
3418,A1+/-,0.0,A1+/-
3318,miR-125b,0.0,miR-125b
3780,KIR,0.0,KIR
3781,Socs1myel,0.0,Socs1myel
3344,Nervy,0.0,Nervy
3600,mitochondrial Hsp90,0.0,mitochondrial Hsp90
3684,FATP1,0.0,FATP1
3601,mitochondrial Hsp90s,0.0,mitochondrial Hsp90s
3683,M fatty acid transport protein 1,0.0,M fatty acid transport protein 1
3372,SHP1/2,0.0,SHP1/2
3744,DNMT1 protein,0.0,DNMT1 protein
3872,H3K27Me3,0.0,H3K27Me3
3682,myeloid Fatp1,0.0,myeloid Fatp1
3407,Blimp1,0.0,Blimp1
3871,"zinc finger MYND (Myeloid, Nervy and DEAF-1)-type containing 8",0.0,"zinc finger MYND (Myeloid, Nervy and DEAF-1)-type containing 8"
3870,ZMYND8,0.0,ZMYND8
3321,miR-132,0.0,miR-132
3604,oxidized low-density lipoprotein,0.0,oxidized low-density lipoprotein
3679,human PR3,0.0,human PR3
3678,annexin A1,0.0,annexin A1
3685,Slc27a1,0.0,Slc27a1
3406,itgb3,0.0,itgb3
3605,oxLDL,0.0,oxLDL
3867,and -catenin,0.0,and -catenin
3606,Nlrp3-/-,0.0,Nlrp3-/-
3608,CARs,0.0,CARs
3405,nuclear factor for activated T cells 1,0.0,nuclear factor for activated T cells 1
3610,phosphoenolpyruvate carboxykinase 1,0.0,phosphoenolpyruvate carboxykinase 1
3677,hPR3Tg,0.0,hPR3Tg
3676,myeloid serine protease,0.0,myeloid serine protease
3404,ETP,0.0,ETP
3675,PR3,0.0,PR3
3865,CXCL4,0.0,CXCL4
3788,CBX3,0.0,CBX3
3611,Pck1,0.0,Pck1
3599,PU-H71,0.0,PU-H71
3873,transcription factor YY1,0.0,transcription factor YY1
3782,Socs1fl,0.0,Socs1fl
3590,SAA,0.0,SAA
3347,HAdV-C5 and -A12 E1A proteins,0.0,HAdV-C5 and -A12 E1A proteins
3414,ureohydrolase,0.0,ureohydrolase
3881,anti-PD-1 antibody Nivolumab,0.0,anti-PD-1 antibody Nivolumab
3880,"CXCL9, 10, and 11",0.0,"CXCL9, 10, and 11"
3413,Arginase 1,0.0,Arginase 1
3689,Fatp1+/+,0.0,Fatp1+/+
3319,miR-98,0.0,miR-98
3346,MYND,0.0,MYND
3320,miR-579,0.0,miR-579
3879,myeloid cell,0.0,myeloid cell
3878,colony stimulating factor 1 receptor,0.0,colony stimulating factor 1 receptor
3411,NFATc1 promoter,0.0,NFATc1 promoter
3688,Ldlr-,0.0,Ldlr-
3410,Jmjd3,0.0,Jmjd3
3345,DEAF-1,0.0,DEAF-1
3593,Heat Shock Protein-90,0.0,Heat Shock Protein-90
3687,low-density lipoprotein (LDL) receptor,0.0,low-density lipoprotein (LDL) receptor
3409,Jumonji domain-,0.0,Jumonji domain-
3594,Hsp90,0.0,Hsp90
3408,Prdm1,0.0,Prdm1
3595,ADP-,0.0,ADP-
3596,Hsp90 co-chaperone complex,0.0,Hsp90 co-chaperone complex
3875,ZMYND8 promoter,0.0,ZMYND8 promoter
3874,HDAC1,0.0,HDAC1
3686,M Fatp1,0.0,M Fatp1
3370,thymus and activation-regulated chemokine,0.0,thymus and activation-regulated chemokine
3597,mitochondrial Hsp90 homolog,0.0,mitochondrial Hsp90 homolog
3598,TRAP1,0.0,TRAP1
3360,p70S6K,0.0,p70S6K
4405,GLI1,0.0,GLI1
3990,GLUT-1,0.0,GLUT-1
4904,"T-, B-, myeloid-, or stem/progenitor-cell markers",0.0,"T-, B-, myeloid-, or stem/progenitor-cell markers"
4881,stem cell leukemia,0.0,stem cell leukemia
4882,Bmi1(+,0.0,Bmi1(+
4884,SSEA-4,0.0,SSEA-4
4885,TRA-1-60,0.0,TRA-1-60
4887,TERT,0.0,TERT
4888,DPPA4,0.0,DPPA4
4889,PODXL,0.0,PODXL
4892,FOG-1 transcription factors,0.0,FOG-1 transcription factors
4895,Gr,0.0,Gr
4897,MicroRNA-150,0.0,MicroRNA-150
4898,miRNA-150 target sequences,0.0,miRNA-150 target sequences
4899,miRNA-150,0.0,miRNA-150
4902,c-kit,0.0,c-kit
4905,HOXB genes,0.0,HOXB genes
4878,LIC,0.0,LIC
4906,HOXB4,0.0,HOXB4
4907,HOXB5,0.0,HOXB5
4908,HOXB2 genes,0.0,HOXB2 genes
4913,TCR chains,0.0,TCR chains
4914,92TCR,0.0,92TCR
4915,NKG2D ligands,0.0,NKG2D ligands
4916,F1-ATPase,0.0,F1-ATPase
4917,92 TCRs,0.0,92 TCRs
4918,TCRs,0.0,TCRs
4920,polycomb group,0.0,polycomb group
4921,PcG,0.0,PcG
4922,Ink4a,0.0,Ink4a
4923,Arf,0.0,Arf
4880,polycomb protein Bmi1,0.0,polycomb protein Bmi1
4877,NR4A3,0.0,NR4A3
4925,Arf genes,0.0,Arf genes
4858,ligase,0.0,ligase
4843,telomerase allele,0.0,telomerase allele
4845,RARA,0.0,RARA
4846,lysine-specific demethylase 1,0.0,lysine-specific demethylase 1
4847,H3K4(me2,0.0,H3K4(me2
4848,myeloid-differentiation-associated genes,0.0,myeloid-differentiation-associated genes
4850,HIV/simian immunodeficiency virus (SIV) accessory virulence factor,0.0,HIV/simian immunodeficiency virus (SIV) accessory virulence factor
4851,Vpx,0.0,Vpx
4852,CRL4DCAF1,0.0,CRL4DCAF1
4853,sterile alpha motif and HD domain-containing protein-1,0.0,sterile alpha motif and HD domain-containing protein-1
4854,Vpx accessory virulence factor,0.0,Vpx accessory virulence factor
4855,CRL4,0.0,CRL4
4856,DCAF1,0.0,DCAF1
4857,human SAMHD1,0.0,human SAMHD1
4859,DCAF1 substrate receptor subunit,0.0,DCAF1 substrate receptor subunit
4876,orphan nuclear receptors NR4A1,0.0,orphan nuclear receptors NR4A1
4860,SAMHD1 catalytic domain,0.0,SAMHD1 catalytic domain
4861,SAMHD1 proteins,0.0,SAMHD1 proteins
4862,SAMDH1,0.0,SAMDH1
4864,hematopoietic master regulator RUNX1,0.0,hematopoietic master regulator RUNX1
4865,ETO protein,0.0,ETO protein
4866,RNA Polymerase II,0.0,RNA Polymerase II
4868,Hematopoietic transcription factor PU.1,0.0,Hematopoietic transcription factor PU.1
4869,URE,0.0,URE
4870,colony-stimulating factors,0.0,colony-stimulating factors
4871,CSFs,0.0,CSFs
4872,granulocyte-CSF,0.0,granulocyte-CSF
4873,granulocyte-macrophage-CSF,0.0,granulocyte-macrophage-CSF
4874,macrophage-CSF,0.0,macrophage-CSF
4924,Bmi1(-/-),0.0,Bmi1(-/-)
4926,Bmi1(-/-,0.0,Bmi1(-/-
3992,MUC1-C,0.0,MUC1-C
4985,Mll2,0.0,Mll2
4969,protein arginine N-methyltransferase,0.0,protein arginine N-methyltransferase
4970,histone acetyltransferase,0.0,histone acetyltransferase
4971,RNA Pol II,0.0,RNA Pol II
4973,TCR genes,0.0,TCR genes
4974,prerearranged TCR,0.0,prerearranged TCR
4976,microRNA-34a,0.0,microRNA-34a
4977,E2F3,0.0,E2F3
4978,CEBPA mutations,0.0,CEBPA mutations
4979,CCAAT enhancer binding protein alpha,0.0,CCAAT enhancer binding protein alpha
4980,CEBPA gene,0.0,CEBPA gene
4981,C/EBP mutants,0.0,C/EBP mutants
4983,MLL2,0.0,MLL2
4984,histone 3 lysine 4 (H3K4) methyltransferase,0.0,histone 3 lysine 4 (H3K4) methyltransferase
4986,Iap elements,0.0,Iap elements
4967,H3K79(me3) histone methyltransferases,0.0,H3K79(me3) histone methyltransferases
4987,H3K4 methyltransferase,0.0,H3K4 methyltransferase
4988,H3K4 methyltransferases,0.0,H3K4 methyltransferases
4990,Frizzled1,0.0,Frizzled1
4991,Wnt3a,0.0,Wnt3a
4992,Frizzled,0.0,Frizzled
4993,Fzd homologs,0.0,Fzd homologs
4994,Fzd1 mRNA,0.0,Fzd1 mRNA
4995,Fzd1,0.0,Fzd1
4996,myeloid differentiation response gene 88,0.0,myeloid differentiation response gene 88
4997,/,0.0,/
4998,Fzd,0.0,Fzd
5000,CXC chemokine ligand 9,0.0,CXC chemokine ligand 9
5001,IFN-gamma,0.0,IFN-gamma
4968,HMT,0.0,HMT
4966,H3K4(me3),0.0,H3K4(me3)
4928,Wdr5,0.0,Wdr5
4948,TNF receptor-associated factor (TRAF) 6,0.0,TNF receptor-associated factor (TRAF) 6
4929,WD repeat domain 5,0.0,WD repeat domain 5
4930,mammalian Trithorax,0.0,mammalian Trithorax
4931,trxG,0.0,trxG
4932,pluripotency transcription factor Oct4,0.0,pluripotency transcription factor Oct4
4933,trxG members,0.0,trxG members
4935,gp91(phox),0.0,gp91(phox)
4936,NADPH-oxidase,0.0,NADPH-oxidase
4938,Gata2,0.0,Gata2
4939,Gfi1,0.0,Gfi1
4941,Pu,0.0,Pu
4945,TGF-beta-activated kinase 1,0.0,TGF-beta-activated kinase 1
4946,TNF receptor-associated factor 6,0.0,TNF receptor-associated factor 6
4947,IkappaB kinase gamma,0.0,IkappaB kinase gamma
4949,TGF--activated kinase (TAK) 1,0.0,TGF--activated kinase (TAK) 1
4965,RNA polymerase (pol) II,0.0,RNA polymerase (pol) II
4950,IB kinase,0.0,IB kinase
4951,NF-B reporter,0.0,NF-B reporter
4952,TAB1,0.0,TAB1
4953,A20 shRNA,0.0,A20 shRNA
4955,B7-1,0.0,B7-1
4956,B7-2,0.0,B7-2
4957,CD28,0.0,CD28
4958,CD152,0.0,CD152
4960,AF4,0.0,AF4
4961,P-TEFb kinase,0.0,P-TEFb kinase
4962,AF4 complex,0.0,AF4 complex
4963,positive transcription elongation factor b,0.0,positive transcription elongation factor b
4964,P-TEFb,0.0,P-TEFb
4842,telomerase protein,0.0,telomerase protein
4840,IL2r(-/-),0.0,IL2r(-/-)
4839,Rag1(-/-),0.0,Rag1(-/-)
4734,lmo2,0.0,lmo2
4719,Mixed lineage leukemia protein,0.0,Mixed lineage leukemia protein
4720,mixed lineage leukemia gene,0.0,mixed lineage leukemia gene
4721,wild type MLL,0.0,wild type MLL
4722,MLL-fusions,0.0,MLL-fusions
4723,MLL re-arrangements,0.0,MLL re-arrangements
4724,PTD,0.0,PTD
4725,MLL proteins,0.0,MLL proteins
4726,MLL-PTD,0.0,MLL-PTD
4728,N-Myc,0.0,N-Myc
4729,murine MYCN gene,0.0,murine MYCN gene
4730,heat,0.0,heat
4731,N-Myc downstream regulated gene 1,0.0,N-Myc downstream regulated gene 1
4732,NDRG1,0.0,NDRG1
4737,mpo,0.0,mpo
4716,tumour necrosis factor-alpha,0.0,tumour necrosis factor-alpha
4738,transforming and growth factor,0.0,transforming and growth factor
4740,rIL-1,0.0,rIL-1
4741,recombinant VEGF,0.0,recombinant VEGF
4742,VEGF receptor 1,0.0,VEGF receptor 1
4744,triggering receptor expressed on myeloid cells,0.0,triggering receptor expressed on myeloid cells
4745,Ig superfamily,0.0,Ig superfamily
4746,chemokine receptors,0.0,chemokine receptors
4748,protein lysine methyltransferase,0.0,protein lysine methyltransferase
4750,C5a receptor,0.0,C5a receptor
4751,CD88,0.0,CD88
4752,EP67,0.0,EP67
4754,NLRP1,0.0,NLRP1
4755,NLRP3 inflammasomes,0.0,NLRP3 inflammasomes
4717,Serum TNF,0.0,Serum TNF
4714,myeloid Irf8,0.0,myeloid Irf8
4838,tyrosine related protein 2,0.0,tyrosine related protein 2
4696,IRAK4(KDKI),0.0,IRAK4(KDKI)
4680,BCRABLp210,0.0,BCRABLp210
4682,DAP12,0.0,DAP12
4683,human signal-regulatory protein,0.0,human signal-regulatory protein
4684,DAP12-associating lectin-1,0.0,DAP12-associating lectin-1
4685,triggering receptor,0.0,triggering receptor
4686,Cluster of Differentiation 163,0.0,Cluster of Differentiation 163
4688,Stat3-targeting short hairpin RNA,0.0,Stat3-targeting short hairpin RNA
4689,shStat3 sequences,0.0,shStat3 sequences
4690,mir30,0.0,mir30
4691,shStat3,0.0,shStat3
4692,survivin,0.0,survivin
4693,matrix metalloproteinase (MMP)-2,0.0,matrix metalloproteinase (MMP)-2
4695,IRAK4 kinase,0.0,IRAK4 kinase
4697,IB,0.0,IB
4713,interferon regulatory factor 8,0.0,interferon regulatory factor 8
4698,TNF- promoter,0.0,TNF- promoter
4699,IRAK-,0.0,IRAK-
4700,TLR1,0.0,TLR1
4701,p-p38,0.0,p-p38
4702,p-JNK,0.0,p-JNK
4705,5mC oxidases,0.0,5mC oxidases
4706,Ten-eleven translocation (TET)1,0.0,Ten-eleven translocation (TET)1
4707,TET3,0.0,TET3
4708,TET2 gene,0.0,TET2 gene
4709,TET proteins,0.0,TET proteins
4710,lysine demethylases,0.0,lysine demethylases
4712,Irf8 gene,0.0,Irf8 gene
4757,PRR,0.0,PRR
4758,PRR nucleotide oligomerization domain 2,0.0,PRR nucleotide oligomerization domain 2
4759,CD Nod2,0.0,CD Nod2
4819,Smad7,0.0,Smad7
4800,Angiomotin,0.0,Angiomotin
4802,TRA-1-81,0.0,TRA-1-81
4805,Yamanaka factor,0.0,Yamanaka factor
4806,Core factor,0.0,Core factor
4807,GF-,0.0,GF-
4808,Toll receptor,0.0,Toll receptor
4810,HRE,0.0,HRE
4812,c-,0.0,c-
4813,SET translocation (myeloid leukemia-associated) (SET) similar protein,0.0,SET translocation (myeloid leukemia-associated) (SET) similar protein
4814,SETSIP,0.0,SETSIP
4815,VE-cadherin promoter,0.0,VE-cadherin promoter
4817,transforming growth factor 1,0.0,transforming growth factor 1
4818,TGF1,0.0,TGF1
4822,PKC-,0.0,PKC-
4760,p67phox,0.0,p67phox
4823,paired box gene 5,0.0,paired box gene 5
4824,E47,0.0,E47
4825,E2A gene,0.0,E2A gene
4826,Ptcra,0.0,Ptcra
4827,Cd3e,0.0,Cd3e
4828,Tcrb gene locus,0.0,Tcrb gene locus
4829,Igh gene rearrangements,0.0,Igh gene rearrangements
4831,CXCL6,0.0,CXCL6
4832,CCL20,0.0,CCL20
4833,CCL18,0.0,CCL18
4834,CCL23,0.0,CCL23
4836,granulocyte-macrophage-colony stimulating factor,0.0,granulocyte-macrophage-colony stimulating factor
4837,interleukin [IL]-4,0.0,interleukin [IL]-4
4799,EphA5,0.0,EphA5
4798,Bv8,0.0,Bv8
4797,TGFalpha,0.0,TGFalpha
4796,TIMP-3,0.0,TIMP-3
4761,p47phox,0.0,p47phox
4762,nitric oxide synthase-2,0.0,nitric oxide synthase-2
4764,TLR2(-/-),0.0,TLR2(-/-)
4765,TLR4(-/-),0.0,TLR4(-/-)
4767,adenosine deaminase,0.0,adenosine deaminase
4768,ADAR,0.0,ADAR
4769,ADAR1 p150 isoform,0.0,ADAR1 p150 isoform
4770,p150,0.0,p150
4771,myeloid transcription factor PU.1,0.0,myeloid transcription factor PU.1
4773,TDM,0.0,TDM
4775,Matrix metalloproteinases,0.0,Matrix metalloproteinases
4777,transforming growth factor (TGF)-1,0.0,transforming growth factor (TGF)-1
4778,anti-Gr-1 antibody,0.0,anti-Gr-1 antibody
4780,SIAH-1,0.0,SIAH-1
4781,TSAP6,0.0,TSAP6
4782,TPT1,0.0,TPT1
4783,TCTP,0.0,TCTP
4784,Numb axis,0.0,Numb axis
4786,HSP90AA1,0.0,HSP90AA1
4787,HSP90AB1,0.0,HSP90AB1
4788,ACTB,0.0,ACTB
4790,DmiRs,0.0,DmiRs
4791,miR-580,0.0,miR-580
4792,DmiR,0.0,DmiR
4793,"miR-580,",0.0,"miR-580,"
4794,miR190,0.0,miR190
4795,"DmiR-580, 588 or 190",0.0,"DmiR-580, 588 or 190"
5002,myeloid transcription factor PU,0.0,myeloid transcription factor PU
5003,Cxcl9 gene,0.0,Cxcl9 gene
5004,Cxcl9 gene promoter,0.0,Cxcl9 gene promoter
5220,RBCC,0.0,RBCC
5204,"mono-, di-, and trimethylated histone H3 lysine 9",0.0,"mono-, di-, and trimethylated histone H3 lysine 9"
5205,HP1 proteins,0.0,HP1 proteins
5206,HP1,0.0,HP1
5207,+(9;22)(q34;q11) BCR,0.0,+(9;22)(q34;q11) BCR
5208,HP1 isoforms,0.0,HP1 isoforms
5210,WT p53,0.0,WT p53
5212,C/EBPbeta,0.0,C/EBPbeta
5213,B,0.0,B
5214,ETS family factor,0.0,ETS family factor
5215,Mac-,0.0,Mac-
5216,C/EBPalpha and beta,0.0,C/EBPalpha and beta
5217,endogenous PU.1,0.0,endogenous PU.1
5219,HLS5,0.0,HLS5
5221,"ring finger, B box, coiled-coil",0.0,"ring finger, B box, coiled-coil"
5202,heterochromatin antigenic protein markers,0.0,heterochromatin antigenic protein markers
5222,hemopoietic lineage switch 5,0.0,hemopoietic lineage switch 5
5223,Hls5,0.0,Hls5
5224,"Ring finger, B box, coiled-coil",0.0,"Ring finger, B box, coiled-coil"
5225,Pml,0.0,Pml
5226,Herf1,0.0,Herf1
5227,Tif-1alpha,0.0,Tif-1alpha
5228,Rfp,0.0,Rfp
5230,Interferon regulatory factor-2,0.0,Interferon regulatory factor-2
5231,IRFs,0.0,IRFs
5232,IFN (interferon) regulatory factors,0.0,IFN (interferon) regulatory factors
5233,IRF-2,0.0,IRF-2
5234,IFN-inducible genes,0.0,IFN-inducible genes
5235,friend,0.0,friend
5203,"HP1alpha, -beta, -gamma",0.0,"HP1alpha, -beta, -gamma"
5200,myeloid precursor-specific antigens,0.0,myeloid precursor-specific antigens
5163,EBP alpha,0.0,EBP alpha
5182,RUNX3 transcription factor,0.0,RUNX3 transcription factor
5165,intracellular Notch,0.0,intracellular Notch
5166,GATA-3,0.0,GATA-3
5167,myeloid transcription factors,0.0,myeloid transcription factors
5169,CCAAT enhancer-binding protein alpha,0.0,CCAAT enhancer-binding protein alpha
5171,myeloid factors,0.0,myeloid factors
5172,phytohemagglutinin,0.0,phytohemagglutinin
5173,interleukin-2 and interleukin-6 receptors,0.0,interleukin-2 and interleukin-6 receptors
5174,zinc finger transcription factors,0.0,zinc finger transcription factors
5176,histones H3,0.0,histones H3
5177,H4,0.0,H4
5179,scavenger receptor type B family,0.0,scavenger receptor type B family
5180,thrombospondin-1,0.0,thrombospondin-1
5181,TLR2/6,0.0,TLR2/6
5183,CD36 gene,0.0,CD36 gene
5199,Oct4 promoter/regulatory region,0.0,Oct4 promoter/regulatory region
5184,RUNX-binding,0.0,RUNX-binding
5185,CD36 gene proximal regulatory region,0.0,CD36 gene proximal regulatory region
5188,MyD88s,0.0,MyD88s
5189,SIGIRR,0.0,SIGIRR
5190,Toll-like receptor (TLR) 2,0.0,Toll-like receptor (TLR) 2
5191,Toll interacting protein,0.0,Toll interacting protein
5192,suppressor of cytokine signaling-1,0.0,suppressor of cytokine signaling-1
5193,myeloid differentiation 88 short,0.0,myeloid differentiation 88 short
5194,single immunoglobulin interleukin-1 receptor-related molecule,0.0,single immunoglobulin interleukin-1 receptor-related molecule
5195,nuclear factor-kappaB,0.0,nuclear factor-kappaB
5197,enhanced green fluorescent protein,0.0,enhanced green fluorescent protein
5198,EGFP,0.0,EGFP
5237,nuclear factor-erythroid-2,0.0,nuclear factor-erythroid-2
5238,thrombopoietin receptor,0.0,thrombopoietin receptor
5240,MegE,0.0,MegE
5298,histone variants,0.0,histone variants
5281,RAR alpha,0.0,RAR alpha
5282,HGF,0.0,HGF
5283,N-CoR,0.0,N-CoR
5285,transcription factor NF-E2,0.0,transcription factor NF-E2
5286,NF-E2 gene,0.0,NF-E2 gene
5288,cyclin D1,0.0,cyclin D1
5289,bcl-2,0.0,bcl-2
5290,p19,0.0,p19
5291,INK4D,0.0,INK4D
5292,cdk4,0.0,cdk4
5294,cytochrome b,0.0,cytochrome b
5295,INF-gamma,0.0,INF-gamma
5297,Jun-B,0.0,Jun-B
5299,MyD genes,0.0,MyD genes
5242,RT,0.0,RT
5300,MyD cDNA clones,0.0,MyD cDNA clones
5301,MyD gene,0.0,MyD gene
5302,histone genes,0.0,histone genes
5303,immediate early response genes,0.0,immediate early response genes
5305,v-raf oncogene,0.0,v-raf oncogene
5306,Emu-myc,0.0,Emu-myc
5307,v-raf oncogenes,0.0,v-raf oncogenes
5308,v-raf,0.0,v-raf
5309,lysozyme,0.0,lysozyme
5310,immunoglobulin gene,0.0,immunoglobulin gene
5311,Emu-myc transgene,0.0,Emu-myc transgene
5312,myeloid growth factor,0.0,myeloid growth factor
5313,myc,0.0,myc
5279,Mutant GATA-1,0.0,Mutant GATA-1
5278,c-myb,0.0,c-myb
5277,c-Myb,0.0,c-Myb
5276,H-ras(G12V),0.0,H-ras(G12V)
5243,RT-coding genes,0.0,RT-coding genes
5244,RT enzymes,0.0,RT enzymes
5245,endogenous RT,0.0,endogenous RT
5247,Mitogen-activated protein (MAP) kinases,0.0,Mitogen-activated protein (MAP) kinases
5248,c-Jun NH(2)-terminal kinase,0.0,c-Jun NH(2)-terminal kinase
5250,GATA-1 promoter,0.0,GATA-1 promoter
5251,Transcription factor,0.0,Transcription factor
5252,GATA-binding site,0.0,GATA-binding site
5254,Meis1a,0.0,Meis1a
5255,Hoxa9,0.0,Hoxa9
5256,homeodomain transcription factors,0.0,homeodomain transcription factors
5257,retroviral Meis1,0.0,retroviral Meis1
5258,endogenous Meis,0.0,endogenous Meis
5259,HoxA9,0.0,HoxA9
5260,granulocyte CSF,0.0,granulocyte CSF
5261,M-,0.0,M-
5263,glycoprotein 130 cytokines,0.0,glycoprotein 130 cytokines
5264,antiapoptotic,0.0,antiapoptotic
